name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Branco van den Boomen,203938.0,2026/2027,Ligue 1,4,360,1.0,0.06,0.94,3.0,1.0,8.0,1.0,14.0,0.0,7.0,21.0,11.0,0.0,0.0,235.0,83.0,196.0,59.0,7.0,0.0,52.0,24.0,472.1,206.2,0.0,0.0,1.0,0.0,,,,,33.33,0.02,52.4,0.0,83.4,71.1,0.0,9.1,8.6,,178948265602130,75qj99fhg5c0ztj2tva5u4uii,0.0,,,,,0.25,0.02,0.75,0.25,2.0,0.25,3.5,0.0,1.75,5.25,2.75,0.0,0.0,58.75,20.75,49.0,14.75,1.75,0.0,13.0,6.0,118.02,51.55,0.0,0.0,0.25,0.0,,,,,190883,1.0,0.0,12.0,0.0,0.0,11.12,3.8,28.34,0.25,0.0,3.0
Karim Coulibaly,205519.0,2025/2026,Bundesliga,27,2122,1.0,0.66,0.34,6.0,1.0,27.0,23.0,66.0,17.0,107.0,82.0,44.0,79.0,36.0,1437.0,177.0,1246.0,119.0,13.0,0.0,327.0,141.0,3026.7,1193.1,0.0,0.0,2.0,0.0,,,,,16.67,0.11,53.7,45.6,86.7,67.2,23.1,9.3,8.5,,80723,cu0eztmjcsbydyp53aleznorw,3.0,,,,,0.04,0.03,0.25,0.04,1.15,0.98,2.8,0.72,4.54,3.48,1.87,3.35,1.53,60.95,7.51,52.85,5.05,0.55,0.0,13.87,5.98,128.37,50.6,0.0,0.0,0.08,0.0,,,,,1797852,0.0,1.0,7.0,0.0,1.0,8.72,10.6,33.33,0.0,0.04,0.3
Thomas Lemar,205562.0,2025/2026,La Liga,27,1259,3.0,1.93,1.07,17.0,8.0,27.0,5.0,57.0,2.0,2.0,149.0,67.0,4.0,2.0,658.0,278.0,580.0,235.0,18.0,1.0,248.0,101.0,2595.3,724.8,5.0,1.0,7.0,0.0,,,,,17.65,0.11,45.0,50.0,88.2,84.5,11.1,10.5,7.2,,79190,7h7eg7q7dbwvzww78h9d5eh0h,2.0,,,,,0.21,0.14,1.22,0.57,1.93,0.36,4.07,0.14,0.14,10.65,4.79,0.29,0.14,47.04,19.87,41.46,16.8,1.29,0.07,17.73,7.22,185.53,51.81,0.36,0.07,0.5,0.0,,,,,191182,1.0,1.0,20.0,0.0,0.0,11.33,15.0,33.5,0.07,0.07,1.43
Mario Pasalic,205938.0,2025/2026,"Serie A, Champions League",42,2536,6.0,6.39,-0.39,37.0,13.0,37.0,19.0,132.0,4.0,35.0,119.0,54.0,86.0,34.0,1657.0,472.0,1466.0,383.0,13.0,7.0,432.0,211.0,4462.2,1969.1,1.0,1.0,8.0,0.0,,,,,15.02,0.15,45.2,39.2,88.43,79.75,6.93,10.35,9.32,,79847,e75syeuawg3ql8nwpi3vr2btz,1.0,,,,,0.21,0.23,1.31,0.46,1.31,0.67,4.68,0.14,1.24,4.22,1.92,3.05,1.21,58.81,16.75,52.03,13.59,0.46,0.25,15.33,7.49,158.36,69.88,0.04,0.04,0.28,0.0,,,,,190437,6.0,10.0,37.0,1.0,4.0,11.69,11.3,31.46,0.21,0.35,1.31
Raúl Jiménez,206040.0,2025/2026,Premier League,36,2199,9.0,11.5,-2.5,74.0,19.0,35.0,8.0,55.0,2.0,30.0,177.0,78.0,212.0,85.0,518.0,186.0,329.0,109.0,7.0,1.0,131.0,57.0,1351.2,444.7,7.0,0.0,3.0,0.0,,,,,12.16,0.16,44.1,40.1,63.5,58.6,28.6,10.3,7.8,,78403,hzqh7z0mdl3v7gwete66syxp,2.0,,,,,0.37,0.47,3.03,0.78,1.43,0.33,2.25,0.08,1.23,7.24,3.19,8.68,3.48,21.2,7.61,13.47,4.46,0.29,0.04,5.36,2.33,55.3,18.2,0.29,0.0,0.12,0.0,,,,,192442,2.0,9.0,25.0,4.0,19.0,10.06,22.1,36.4,0.08,0.37,1.02
Paulo Dybala,206050.0,2025/2026,"Serie A, Europa League",26,1561,3.0,5.87,-2.87,47.0,20.0,12.0,4.0,69.0,1.0,2.0,166.0,80.0,27.0,11.0,789.0,417.0,658.0,321.0,32.0,5.0,257.0,126.0,2735.5,1236.6,4.0,0.0,9.0,1.0,,,,,7.34,0.13,48.25,41.32,83.4,76.96,12.59,10.63,9.83,,79786,2tk2l9sgktwc9jhzqdd4mpdtb,3.0,,,,,0.17,0.34,2.71,1.15,0.69,0.23,3.98,0.06,0.12,9.57,4.61,1.56,0.63,45.49,24.04,37.94,18.51,1.84,0.29,14.82,7.26,157.72,71.3,0.23,0.0,0.52,0.06,,,,,256219,12.0,6.0,51.0,4.0,7.0,10.79,15.3,34.04,0.69,0.35,2.94
Paulo Dybala,206050.0,2026/2027,"Serie A, Champions League",5,407,0.0,1.68,-1.68,16.0,6.0,6.0,3.0,18.0,0.0,0.0,40.0,19.0,5.0,0.0,230.0,147.0,192.0,116.0,12.0,4.0,86.0,47.0,961.0,406.9,4.0,0.0,5.0,2.0,,,,,0.0,0.11,46.48,0.0,83.59,79.17,28.35,11.15,8.54,,178948265400999,2tk2l9sgktwc9jhzqdd4mpdtb,4.0,,,,,0.0,0.37,3.54,1.33,1.33,0.66,3.98,0.0,0.0,8.85,4.2,1.11,0.0,50.86,32.51,42.46,25.65,2.65,0.88,19.02,10.39,212.51,89.98,0.88,0.0,1.11,0.44,,,,,256219,7.0,2.0,17.0,0.0,1.0,9.37,4.0,32.88,1.55,0.44,3.76
Kenny Tete,206746.0,2025/2026,Premier League,22,1794,1.0,0.96,0.04,16.0,3.0,65.0,27.0,82.0,6.0,68.0,173.0,104.0,45.0,27.0,886.0,183.0,748.0,145.0,34.0,1.0,167.0,84.0,1828.8,689.1,2.0,0.0,2.0,0.0,,,,,6.25,0.06,60.1,60.0,84.4,79.2,38.2,11.0,8.2,,78668,hzqh7z0mdl3v7gwete66syxp,13.0,,,,,0.05,0.05,0.8,0.15,3.26,1.35,4.11,0.3,3.41,8.68,5.22,2.26,1.35,44.45,9.18,37.53,7.27,1.71,0.05,8.38,4.21,91.75,34.57,0.1,0.0,0.1,0.0,,,,,190877,1.0,0.0,11.0,0.0,1.0,10.06,19.6,35.56,0.05,0.0,0.55
Will Hughes,207014.0,2025/2026,"Premier League, Conference League",42,1929,0.0,1.18,-1.18,20.0,1.0,36.0,16.0,81.0,8.0,32.0,152.0,79.0,50.0,21.0,876.0,300.0,727.0,227.0,24.0,0.0,173.0,94.0,1861.3,1048.7,3.0,0.0,4.0,0.0,,,,,0.0,0.05,51.99,42.04,82.72,75.24,19.52,10.81,11.13,,78654,1c8m2ko0wxq1asfkuykurdr0y,2.0,,,,,0.0,0.06,0.93,0.05,1.68,0.75,3.78,0.37,1.49,7.09,3.69,2.33,0.98,40.87,14.0,33.92,10.59,1.12,0.0,8.07,4.39,86.84,48.93,0.14,0.0,0.19,0.0,,,,,193554,3.0,1.0,27.0,0.0,0.0,9.5,12.03,34.08,0.14,0.05,1.26
Ruslan Malinovskyi,207877.0,2025/2026,Serie A,34,2250,6.0,4.55,1.45,55.0,15.0,30.0,15.0,120.0,5.0,17.0,162.0,67.0,73.0,35.0,1218.0,409.0,1001.0,290.0,15.0,6.0,362.0,148.0,4044.6,1148.1,8.0,0.0,6.0,1.0,,,,,10.91,0.08,41.4,47.9,82.2,70.9,20.0,11.2,7.8,,79790,4kumqzwifv478caxed8zywlh3,3.0,,,,,0.24,0.18,2.2,0.6,1.2,0.6,4.8,0.2,0.68,6.48,2.68,2.92,1.4,48.72,16.36,40.04,11.6,0.6,0.24,14.48,5.92,161.78,45.92,0.32,0.0,0.24,0.04,,,,,195850,4.0,0.0,8.0,0.0,0.0,,,,0.16,0.0,0.32
Alberto Moreno,207917.0,2025/2026,Serie A,19,1234,2.0,1.51,0.49,11.0,4.0,22.0,6.0,40.0,1.0,32.0,69.0,35.0,26.0,13.0,692.0,202.0,626.0,168.0,35.0,1.0,148.0,82.0,1738.5,963.3,2.0,0.0,1.0,0.0,,,,,18.18,0.14,50.7,50.0,90.5,83.2,20.0,11.7,11.7,,79941,6uzfw7ahyxg4wrrfxo5u7qt0n,7.0,,,,,0.15,0.11,0.8,0.29,1.6,0.44,2.92,0.07,2.33,5.03,2.55,1.9,0.95,50.47,14.73,45.66,12.25,2.55,0.07,10.79,5.98,126.79,70.26,0.15,0.0,0.07,0.0,,,,,229740,2.0,0.0,19.0,0.0,1.0,,,,0.15,0.0,1.39
Pablo Marí,210178.0,2025/2026,"Serie A, Conference League",15,1148,0.0,0.21,-0.21,6.0,0.0,18.0,26.0,44.0,9.0,73.0,54.0,29.0,51.0,29.0,739.0,62.0,679.0,34.0,0.0,2.0,156.0,68.0,1402.0,550.6,1.0,0.0,2.0,0.0,,,,,0.0,0.03,54.22,56.54,91.9,54.45,0.0,9.0,8.35,,80208,4raiad4l2j5lkfaz92pk4osb,0.0,,,,,0.0,0.02,0.47,0.0,1.41,2.04,3.45,0.71,5.72,4.23,2.27,4.0,2.27,57.94,4.86,53.23,2.67,0.0,0.16,12.23,5.33,109.91,43.17,0.08,0.0,0.16,0.0,,,,,208988,2.0,0.0,6.0,0.0,0.0,9.26,6.9,32.06,0.16,0.0,0.47
Ali Abdi,211474.0,2025/2026,"Ligue 1, Europa League",29,1572,3.0,3.23,-0.23,21.0,5.0,33.0,17.0,79.0,4.0,37.0,160.0,82.0,66.0,33.0,540.0,158.0,405.0,101.0,37.0,0.0,148.0,82.0,1738.5,771.7,1.0,0.0,5.0,0.0,,,,,13.9,0.16,51.35,50.0,75.06,63.75,29.47,11.78,9.08,,81106,bx0cdmzr2gwr70ez72dorx82p,6.0,,,,,0.17,0.18,1.2,0.29,1.89,0.97,4.52,0.23,2.12,9.16,4.69,3.78,1.89,30.92,9.05,23.19,5.78,2.12,0.0,8.47,4.69,99.53,44.18,0.06,0.0,0.29,0.0,,,,,919027,4.0,4.0,21.0,0.0,2.0,10.27,22.71,35.34,0.23,0.23,1.2
Djibril Sow,212723.0,2025/2026,La Liga,33,2195,5.0,1.8,3.2,19.0,8.0,45.0,22.0,86.0,2.0,9.0,143.0,81.0,45.0,15.0,950.0,248.0,846.0,205.0,4.0,1.0,216.0,79.0,2181.0,563.2,0.0,0.0,5.0,1.0,,,,,26.32,0.09,56.6,33.3,89.0,82.7,50.0,10.1,7.1,,79196,10eyb18v5puw4ez03ocaug09m,2.0,,,,,0.21,0.07,0.78,0.33,1.85,0.9,3.53,0.08,0.37,5.86,3.32,1.85,0.62,38.95,10.17,34.69,8.41,0.16,0.04,8.86,3.24,89.43,23.09,0.0,0.0,0.21,0.04,,,,,799054,2.0,1.0,24.0,0.0,3.0,11.19,13.7,34.69,0.08,0.04,0.98
Álex Remiro,212862.0,2025/2026,La Liga,37,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,99.0,53.5,-3.5,,,,,,,,,,62.3,79735,63f5h8t5e9qm1fqmvfkb23ghh,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,2.68,1.45,-0.09,791773,1.0,0.0,4.0,0.0,0.0,1.7,0.1,29.23,0.03,0.0,0.11
Álex Remiro,212862.0,2026/2027,La Liga,5,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,9.6,0.6,,,,,,,,,,67.9,178948265400970,63f5h8t5e9qm1fqmvfkb23ghh,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3.8,1.92,0.12,791773,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Lucas Torró,213670.0,2025/2026,La Liga,34,2307,0.0,1.6,-1.6,29.0,8.0,39.0,28.0,108.0,8.0,46.0,134.0,74.0,157.0,109.0,992.0,283.0,740.0,162.0,2.0,0.0,156.0,50.0,1451.8,325.8,2.0,0.0,2.0,0.0,,,,,0.0,0.06,55.2,69.4,74.6,57.2,0.0,9.3,6.5,,79215,2l0ldgiwsgb8d6y3z0sfgjzyj,0.0,,,,,0.0,0.06,1.13,0.31,1.52,1.09,4.21,0.31,1.79,5.23,2.89,6.12,4.25,38.7,11.04,28.87,6.32,0.08,0.0,6.09,1.95,56.64,12.71,0.08,0.0,0.08,0.0,,,,,187313,1.0,2.0,15.0,0.0,0.0,11.18,9.4,32.55,0.04,0.08,0.59
Pierrick Capelle,214532.0,2025/2026,Ligue 1,16,648,0.0,0.69,-0.69,10.0,1.0,19.0,7.0,35.0,1.0,9.0,76.0,32.0,14.0,5.0,226.0,64.0,183.0,46.0,8.0,1.0,66.0,31.0,667.9,223.3,0.0,0.0,2.0,0.0,,,,,0.0,0.07,42.1,35.7,81.0,71.9,25.0,10.1,7.2,,81271,75qj99fhg5c0ztj2tva5u4uii,2.0,,,,,0.0,0.1,1.39,0.14,2.64,0.97,4.86,0.14,1.25,10.56,4.44,1.94,0.69,31.39,8.89,25.42,6.39,1.11,0.14,9.17,4.31,92.76,31.01,0.0,0.0,0.28,0.0,,,,,209768,1.0,1.0,6.0,0.0,0.0,11.59,22.0,33.94,0.14,0.14,0.83
Adrien Thomasson,215977.0,2025/2026,Ligue 1,32,2690,3.0,7.03,-4.03,43.0,13.0,99.0,19.0,193.0,4.0,26.0,344.0,160.0,45.0,20.0,1348.0,437.0,1122.0,326.0,30.0,4.0,225.0,88.0,1935.4,508.1,4.0,0.0,8.0,2.0,,,,,6.98,0.16,46.5,44.4,83.2,74.6,10.0,8.6,5.8,,81031,3xedluek08t2ka7oypwuullcn,3.0,,,,,0.1,0.24,1.44,0.43,3.31,0.64,6.46,0.13,0.87,11.51,5.35,1.51,0.67,45.1,14.62,37.54,10.91,1.0,0.13,7.53,2.94,64.75,17.0,0.13,0.0,0.27,0.07,,,,,231946,11.0,10.0,81.0,0.0,4.0,12.17,19.2,35.52,0.37,0.33,2.71
Adrien Thomasson,215977.0,2026/2027,Ligue 1,4,283,1.0,1.22,-0.22,4.0,1.0,5.0,4.0,18.0,1.0,2.0,30.0,13.0,8.0,6.0,164.0,50.0,139.0,37.0,5.0,1.0,33.0,15.0,293.4,117.1,0.0,0.0,2.0,2.0,,,,,25.0,0.3,43.3,75.0,84.8,74.0,40.0,8.9,7.8,,178948265601948,z1wbqtd0fz5t5eezjvrbld3h,2.0,,,,,0.32,0.39,1.27,0.32,1.59,1.27,5.72,0.32,0.64,9.54,4.13,2.54,1.91,52.16,15.9,44.2,11.77,1.59,0.32,10.49,4.77,93.31,37.24,0.0,0.0,0.64,0.64,,,,,231946,0.0,2.0,11.0,0.0,0.0,13.6,14.6,29.43,0.0,0.64,3.5
Jérémie Boga,216569.0,2025/2026,"Serie A, Ligue 1, Europa League",33,1582,6.0,4.57,1.43,41.0,17.0,13.0,5.0,46.0,0.0,6.0,143.0,77.0,15.0,3.0,479.0,237.0,402.0,185.0,23.0,3.0,270.0,166.0,3717.1,2124.7,15.0,2.0,8.0,0.0,,,,,12.58,0.1,54.22,11.7,84.05,78.35,26.54,13.76,12.88,,79837,bqbbqm98ud8obe45ds9ohgyrd,6.0,,,,,0.34,0.26,2.33,0.97,0.74,0.28,2.62,0.0,0.34,8.14,4.38,0.85,0.17,27.25,13.48,22.87,10.52,1.31,0.17,15.36,9.44,211.47,120.87,0.85,0.11,0.46,0.0,,,,,367056,6.0,6.0,35.0,0.0,2.0,10.54,17.22,35.97,0.34,0.34,1.99
Nacho Vidal,216870.0,2025/2026,La Liga,29,2272,0.0,2.23,-2.23,16.0,3.0,45.0,31.0,81.0,6.0,79.0,155.0,84.0,42.0,22.0,918.0,203.0,745.0,131.0,41.0,2.0,180.0,94.0,1908.8,803.7,2.0,0.0,2.0,0.0,,,,,0.0,0.14,54.2,52.4,81.2,64.5,12.2,10.6,8.6,,79170,clo928vcczjp0mczavs5o7p5k,5.0,,,,,0.0,0.09,0.63,0.12,1.78,1.23,3.21,0.24,3.13,6.14,3.33,1.66,0.87,36.36,8.04,29.51,5.19,1.62,0.08,7.13,3.72,75.61,31.84,0.08,0.0,0.08,0.0,,,,,844752,0.0,5.0,7.0,0.0,1.0,10.26,18.7,33.06,0.0,0.2,0.28
Neal Maupay,217115.0,2025/2026,La Liga,12,870,2.0,1.75,0.25,17.0,7.0,4.0,1.0,20.0,1.0,2.0,60.0,24.0,34.0,9.0,199.0,73.0,163.0,59.0,4.0,1.0,56.0,27.0,602.0,256.4,4.0,1.0,3.0,0.0,,,,,11.76,0.1,40.0,26.5,81.9,80.8,0.0,10.8,9.5,,79203,10eyb18v5puw4ez03ocaug09m,0.0,,,,,0.21,0.18,1.76,0.72,0.41,0.1,2.07,0.1,0.21,6.21,2.48,3.52,0.93,20.59,7.55,16.86,6.1,0.41,0.1,5.79,2.79,62.28,26.52,0.41,0.1,0.31,0.0,,,,,268903,0.0,2.0,14.0,0.0,3.0,11.03,17.9,34.2,0.0,0.21,1.45
Aleix Febas,217144.0,2025/2026,La Liga,36,3166,2.0,2.21,-0.21,23.0,8.0,77.0,27.0,174.0,3.0,22.0,389.0,245.0,22.0,6.0,1958.0,709.0,1753.0,594.0,25.0,9.0,589.0,332.0,7214.4,4197.3,7.0,0.0,13.0,1.0,,,,,8.7,0.1,63.0,27.3,89.5,83.8,12.0,12.2,12.6,,79172,4yg9ttzw0m51048doksv8uq5r,3.0,,,,,0.06,0.06,0.65,0.23,2.19,0.77,4.95,0.09,0.63,11.06,6.96,0.63,0.17,55.66,20.15,49.83,16.89,0.71,0.26,16.74,9.44,205.08,119.32,0.2,0.0,0.37,0.03,,,,,286167,3.0,1.0,27.0,0.0,1.0,10.31,13.1,36.74,0.09,0.03,0.77
Djené Dakonam,221150.0,2025/2026,La Liga,34,2585,0.0,0.13,-0.13,4.0,0.0,36.0,35.0,109.0,10.0,145.0,123.0,69.0,77.0,46.0,797.0,180.0,627.0,106.0,11.0,0.0,157.0,70.0,1511.4,527.5,0.0,0.0,0.0,0.0,,,,,0.0,0.03,56.1,59.7,78.7,58.9,0.0,9.6,7.5,,79471,1n1j0wsl763lq7ee1k0c11c02,0.0,,,,,0.0,0.0,0.14,0.0,1.25,1.22,3.79,0.35,5.05,4.28,2.4,2.68,1.6,27.75,6.27,21.83,3.69,0.38,0.0,5.47,2.44,52.62,18.37,0.0,0.0,0.0,0.0,,,,,307702,0.0,0.0,2.0,0.0,0.0,9.05,12.8,34.79,0.0,0.0,0.07
Djené Dakonam,221150.0,2026/2027,La Liga,5,441,0.0,0.0,0.0,0.0,0.0,6.0,8.0,29.0,1.0,16.0,14.0,8.0,10.0,4.0,193.0,29.0,156.0,12.0,3.0,0.0,45.0,20.0,398.5,198.7,0.0,0.0,0.0,0.0,,,,,0.0,0.0,57.1,40.0,80.8,41.4,66.7,8.9,9.9,,178948265400795,1n1j0wsl763lq7ee1k0c11c02,2.0,,,,,0.0,0.0,0.0,0.0,1.22,1.63,5.92,0.2,3.27,2.86,1.63,2.04,0.82,39.39,5.92,31.84,2.45,0.61,0.0,9.18,4.08,81.33,40.55,0.0,0.0,0.0,0.0,,,,,307702,0.0,0.0,1.0,0.0,0.0,8.45,8.6,35.18,0.0,0.0,0.2
Lucas Vázquez,221316.0,2025/2026,"Bundesliga, Champions League",17,843,1.0,1.24,-0.24,6.0,2.0,12.0,5.0,37.0,2.0,16.0,65.0,30.0,11.0,5.0,397.0,152.0,340.0,125.0,28.0,2.0,105.0,44.0,1028.1,346.6,0.0,0.0,7.0,1.0,,,,,14.21,0.23,46.3,43.24,85.55,82.27,35.29,9.77,7.9,,80754,7ad69ngbpjuyzv96drf8d9sn2,7.0,,,,,0.11,0.13,0.64,0.21,1.28,0.53,3.95,0.21,1.71,6.94,3.2,1.17,0.53,42.38,16.23,36.3,13.35,2.99,0.21,11.21,4.7,109.76,37.0,0.0,0.0,0.75,0.11,,,,,255239,7.0,3.0,16.0,0.0,1.0,11.15,18.63,32.8,0.75,0.32,1.71
José Gayà,221322.0,2025/2026,La Liga,32,2461,1.0,0.81,0.19,13.0,3.0,69.0,23.0,106.0,7.0,86.0,168.0,100.0,40.0,23.0,924.0,273.0,775.0,202.0,88.0,2.0,222.0,110.0,2441.6,1006.7,1.0,0.0,7.0,0.0,,,,,7.69,0.06,59.5,57.5,83.9,74.0,21.6,11.0,9.2,,79305,ba5e91hjacvma2sjvixn00pjo,19.0,,,,,0.04,0.03,0.48,0.11,2.52,0.84,3.88,0.26,3.15,6.14,3.66,1.46,0.84,33.79,9.98,28.34,7.39,3.22,0.07,8.12,4.02,89.29,36.82,0.04,0.0,0.26,0.0,,,,,227922,3.0,1.0,25.0,0.0,3.0,9.74,18.7,35.53,0.11,0.04,0.91
Roman Yaremchuk,221958.0,2025/2026,"Ligue 1, Europa League",13,696,4.0,2.51,1.49,19.0,7.0,4.0,0.0,13.0,0.0,2.0,39.0,12.0,27.0,17.0,127.0,50.0,101.0,36.0,1.0,0.0,31.0,18.0,463.1,261.9,2.0,0.0,1.0,1.0,,,,,20.15,0.13,31.7,63.47,79.61,72.08,80.6,14.92,12.32,,81113,121le8unjfzug3iu9pgkqa1c7,1.0,,,,,0.52,0.32,2.46,0.91,0.52,0.0,1.68,0.0,0.26,5.04,1.55,3.49,2.2,16.42,6.47,13.06,4.66,0.13,0.0,4.01,2.33,59.88,33.87,0.26,0.0,0.13,0.13,,,,,829296,2.0,5.0,8.0,0.0,8.0,7.64,10.49,32.25,0.26,0.65,1.03
Jesper Karlström,222855.0,2025/2026,Serie A,36,3152,1.0,0.84,0.16,20.0,3.0,54.0,36.0,144.0,15.0,76.0,172.0,91.0,56.0,30.0,1356.0,331.0,1103.0,215.0,15.0,1.0,300.0,145.0,3154.8,1290.0,3.0,0.0,3.0,0.0,,,,,5.0,0.04,52.9,53.6,81.3,65.0,13.3,10.5,8.9,,80026,dxq76zcvnokq07cszdx0i6kve,2.0,,,,,0.03,0.02,0.57,0.09,1.54,1.03,4.11,0.43,2.17,4.91,2.6,1.6,0.86,38.72,9.45,31.49,6.14,0.43,0.03,8.57,4.14,90.08,36.83,0.09,0.0,0.09,0.0,,,,,227894,0.0,1.0,21.0,0.0,1.0,,,,0.0,0.03,0.6
Jesper Karlström,222855.0,2026/2027,Serie A,4,360,1.0,0.32,0.68,2.0,2.0,7.0,4.0,14.0,4.0,7.0,19.0,9.0,0.0,0.0,143.0,29.0,117.0,14.0,4.0,0.0,25.0,12.0,265.3,136.7,0.0,0.0,0.0,0.0,,,,,50.0,0.16,47.4,0.0,81.8,48.3,25.0,10.6,11.4,,178948265501104,dxq76zcvnokq07cszdx0i6kve,1.0,,,,,0.25,0.08,0.5,0.5,1.75,1.0,3.5,1.0,1.75,4.75,2.25,0.0,0.0,35.75,7.25,29.25,3.5,1.0,0.0,6.25,3.0,66.32,34.17,0.0,0.0,0.0,0.0,,,,,227894,0.0,0.0,2.0,0.0,0.0,10.97,11.8,31.85,0.0,0.0,0.5
Konrad Laimer,223967.0,2025/2026,"Bundesliga, Champions League",40,2851,3.0,3.39,-0.39,22.0,8.0,71.0,26.0,135.0,9.0,44.0,249.0,110.0,52.0,18.0,1824.0,762.0,1639.0,663.0,45.0,6.0,428.0,268.0,4418.4,2774.5,3.0,1.0,13.0,0.0,,,,,12.36,0.15,44.06,33.81,89.83,86.71,26.42,10.35,10.4,,80575,apoawtpvac4zqlancmvw4nk4o,12.0,,,,,0.09,0.11,0.69,0.25,2.24,0.82,4.26,0.28,1.39,7.86,3.47,1.64,0.57,57.58,24.05,51.74,20.93,1.42,0.19,13.51,8.46,139.48,87.59,0.09,0.03,0.41,0.0,,,,,355492,7.0,5.0,53.0,0.0,4.0,10.73,19.71,35.89,0.22,0.16,1.67
Stefan Posch,223974.0,2025/2026,"Serie A, Bundesliga, Conference League",34,2140,3.0,1.65,1.35,27.0,8.0,64.0,31.0,115.0,13.0,126.0,154.0,93.0,107.0,64.0,1116.0,257.0,886.0,145.0,23.0,1.0,373.0,192.0,4289.7,2012.5,0.0,0.0,4.0,0.0,,,,,6.45,0.06,61.21,59.95,79.29,55.21,34.57,11.5,10.48,,80031,6uzfw7ahyxg4wrrfxo5u7qt0n,3.0,,,,,0.13,0.07,1.14,0.34,2.69,1.3,4.84,0.55,5.3,6.48,3.91,4.5,2.69,46.93,10.81,37.26,6.1,0.97,0.04,15.69,8.07,180.41,84.64,0.0,0.0,0.17,0.0,,,,,355486,1.0,1.0,18.0,0.0,2.0,10.4,12.61,33.99,0.04,0.04,0.76
Xaver Schlager,223979.0,2025/2026,Bundesliga,26,1837,3.0,2.09,0.91,21.0,7.0,37.0,8.0,123.0,2.0,29.0,147.0,73.0,36.0,23.0,1060.0,300.0,921.0,238.0,11.0,7.0,300.0,184.0,3510.8,2129.3,3.0,1.0,12.0,0.0,,,,,14.29,0.1,49.7,63.9,86.9,79.3,45.5,11.7,11.6,,80587,9gefq4dz9b2hl8rqrxwrlrzmp,5.0,,,,,0.15,0.1,1.03,0.34,1.81,0.39,6.03,0.1,1.42,7.2,3.58,1.76,1.13,51.93,14.7,45.12,11.66,0.54,0.34,14.7,9.01,172.0,104.32,0.15,0.05,0.59,0.0,,,,,791079,2.0,1.0,21.0,0.0,2.0,11.1,11.7,33.67,0.1,0.05,1.03
Xaver Schlager,223979.0,2026/2027,Premier League,4,286,0.0,0.14,-0.14,4.0,1.0,15.0,5.0,18.0,1.0,3.0,31.0,19.0,4.0,2.0,111.0,26.0,95.0,21.0,1.0,1.0,24.0,11.0,274.5,99.8,0.0,0.0,0.0,0.0,,,,,0.0,0.03,61.3,50.0,85.6,80.8,0.0,11.4,9.1,,178948265300157,1qtaiy11gswx327s0vkibf70n,0.0,,,,,0.0,0.04,1.26,0.31,4.72,1.57,5.66,0.31,0.94,9.76,5.98,1.26,0.63,34.93,8.18,29.9,6.61,0.31,0.31,7.55,3.46,86.38,31.41,0.0,0.0,0.0,0.0,,,,,791079,0.0,1.0,1.0,0.0,0.0,11.16,6.3,31.89,0.0,0.31,0.31
