id,league,team,player_name,weekly_gbp,annual_gbp,weekly_eur,annual_eur,age,position_raw,nationality,source_url
34500,Championship,Preston North End,Jack Walton,6100,317200,7198.0,374296.0,27,GK,England,/football/championship/preston-north-end/
34501,Championship,Preston North End,Andrija Vukcevic,5500,286000,6490.0,337480.0,28,D/WB/M L,Montenegro,/football/championship/preston-north-end/
34502,Championship,Preston North End,David Cornell,3400,176800,4012.0,208624.0,34,GK,Wales,/football/championship/preston-north-end/
34503,Championship,Preston North End,Noah Mawéné,720,37440,849.6,44179.2,20,"DM, AM C",England,/football/championship/preston-north-end/
34504,Championship,Preston North End,Theo Carroll,660,34320,778.8,40497.6,18,AM/F C,England,/football/championship/preston-north-end/
34505,Championship,Preston North End,Josh Seary,610,31720,719.8,37429.6,20,D/WB R,England,/football/championship/preston-north-end/
34506,Championship,Preston North End,Kacper Pasiek,600,31200,708.0,36816.0,19,D LC,England,/football/championship/preston-north-end/
34507,Championship,Preston North End,Li-Bau Stowell,590,30680,696.2,36202.4,17,GK,England,/football/championship/preston-north-end/
34508,Championship,Preston North End,Felipe Rodriguez-Gentile,550,28600,649.0,33748.0,18,ST,Argentina,/football/championship/preston-north-end/
34509,Championship,Preston North End,Harry Stringfellow,530,27560,625.4,32520.8,17,DM,England,/football/championship/preston-north-end/
34510,Championship,Preston North End,Jonny Brindle,510,26520,601.8,31293.6,18,D LC,England,/football/championship/preston-north-end/
34511,Championship,Preston North End,Max Wilson,480,24960,566.4,29452.8,18,AM/F C,England,/football/championship/preston-north-end/
34512,Championship,Preston North End,Troy Tarry,410,21320,483.8,25157.6,18,WB/AM R,England,/football/championship/preston-north-end/
34513,Championship,Preston North End,Brandon Milne,390,20280,460.2,23930.4,16,GK,England,/football/championship/preston-north-end/
34514,Championship,Preston North End,Ben Robinson,390,20280,460.2,23930.4,17,D RC,England,/football/championship/preston-north-end/
34515,Championship,Preston North End,Ben Fitton,390,20280,460.2,23930.4,17,ST,England,/football/championship/preston-north-end/
34516,Championship,Preston North End,Clayton Lescott,380,19760,448.4,23316.8,17,M C,England,/football/championship/preston-north-end/
34517,Championship,Preston North End,Charlie Whalley,380,19760,448.4,23316.8,16,"D C, DM",England,/football/championship/preston-north-end/
34518,Championship,Preston North End,Charlie Forwood,380,19760,448.4,23316.8,17,WB L,England,/football/championship/preston-north-end/
34519,Championship,Preston North End,Ethan Jackson,360,18720,424.8,22089.6,16,D RC,England,/football/championship/preston-north-end/
34520,Championship,Preston North End,Ed Nolan,360,18720,424.8,22089.6,17,"D RC, M C",England,/football/championship/preston-north-end/
34521,Championship,Preston North End,George Gryba,340,17680,401.2,20862.4,16,ST,England,/football/championship/preston-north-end/
34522,Championship,Preston North End,Harvey Nickson,330,17160,389.4,20248.8,16,AM LC,England,/football/championship/preston-north-end/
34523,Championship,Preston North End,Harry Gerrard,330,17160,389.4,20248.8,16,M LC,England,/football/championship/preston-north-end/
34524,Championship,Preston North End,Isaac Lam,320,16640,377.6,19635.2,17,AM C,England,/football/championship/preston-north-end/
34525,Championship,Preston North End,Jonathan Swift,310,16120,365.8,19021.6,16,GK,England,/football/championship/preston-north-end/
34526,Championship,Preston North End,Joe Blake,310,16120,365.8,19021.6,17,D C,England,/football/championship/preston-north-end/
34527,Championship,Preston North End,Jamie Forshaw,310,16120,365.8,19021.6,16,DM,England,/football/championship/preston-north-end/
34528,Championship,Preston North End,Josh Muir,310,16120,365.8,19021.6,17,D C,England,/football/championship/preston-north-end/
34529,Championship,Preston North End,Michael Ayodele,280,14560,330.4,17180.8,16,ST,England,/football/championship/preston-north-end/
34530,Championship,Preston North End,Marshall Longson,280,14560,330.4,17180.8,16,AM RLC,England,/football/championship/preston-north-end/
34531,Championship,Preston North End,Muhammad-Raiyaan Haji,280,14560,330.4,17180.8,17,WB/AM L,England,/football/championship/preston-north-end/
34532,Championship,Preston North End,Maddox Banks,280,14560,330.4,17180.8,16,D C,England,/football/championship/preston-north-end/
34533,Championship,Preston North End,Nathan Snowball,270,14040,318.6,16567.2,17,D L,England,/football/championship/preston-north-end/
34534,Championship,Preston North End,Olly Tonkin,260,13520,306.8,15953.6,16,D C,England,/football/championship/preston-north-end/
34535,Championship,Preston North End,Somto Ifezue,220,11440,259.6,13499.2,17,ST,England,/football/championship/preston-north-end/
34536,Championship,Preston North End,Shay Reid,220,11440,259.6,13499.2,16,ST,N.Ireland,/football/championship/preston-north-end/
34537,Championship,Queens Park Rangers,Ilias Chair,21000,1092000,24780.0,1288560.0,27,AM LC,Morocco,/football/championship/queens-park-rangers/
34538,Championship,Queens Park Rangers,Jimmy Dunne,20000,1040000,23600.0,1227200.0,27,D RC,Ireland,/football/championship/queens-park-rangers/
34539,Championship,Queens Park Rangers,Koki Saito,19000,988000,22420.0,1165840.0,23,AM LC,Japan,/football/championship/queens-park-rangers/
34540,Championship,Queens Park Rangers,Jonathan Varane,19000,988000,22420.0,1165840.0,23,DM,Martinique,/football/championship/queens-park-rangers/
34541,Championship,Queens Park Rangers,Steve Cook,18000,936000,21240.0,1104480.0,34,D C,England,/football/championship/queens-park-rangers/
34542,Championship,Queens Park Rangers,Kwame Poku,18000,936000,21240.0,1104480.0,23,AM RC,Ghana,/football/championship/queens-park-rangers/
34543,Championship,Queens Park Rangers,Isaac Hayden,16000,832000,18880.0,981760.0,30,DM,England,/football/championship/queens-park-rangers/
34544,Championship,Queens Park Rangers,Jake Clarke-Salter,15000,780000,17700.0,920400.0,27,D C,England,/football/championship/queens-park-rangers/
34545,Championship,Queens Park Rangers,Amadou Mbengue,15000,780000,17700.0,920400.0,23,D RC,France,/football/championship/queens-park-rangers/
34546,Championship,Queens Park Rangers,Richard Koné,13000,676000,15340.0,797680.0,21,ST,Ivory Coast,/football/championship/queens-park-rangers/
34547,Championship,Queens Park Rangers,Rhys Norrington-Davies,13000,676000,15340.0,797680.0,26,D LC,Wales,/football/championship/queens-park-rangers/
34548,Championship,Queens Park Rangers,Michaël Frey,13000,676000,15340.0,797680.0,30,ST,Switzerland,/football/championship/queens-park-rangers/
34549,Championship,Queens Park Rangers,Nicolas Madsen,12000,624000,14160.0,736320.0,25,AM C,Denmark,/football/championship/queens-park-rangers/
34550,Championship,Queens Park Rangers,Kader Dembélé,12000,624000,14160.0,736320.0,22,AM RLC,England,/football/championship/queens-park-rangers/
34551,Championship,Queens Park Rangers,Harvey Vale,11000,572000,12980.0,674960.0,21,"D/WB L, AM RL",England,/football/championship/queens-park-rangers/
34552,Championship,Queens Park Rangers,Paul Nardi,9000,468000,10620.0,552240.0,31,GK,France,/football/championship/queens-park-rangers/
34553,Championship,Queens Park Rangers,Sam Field,8000,416000,9440.0,490880.0,27,DM,England,/football/championship/queens-park-rangers/
34554,Championship,Queens Park Rangers,Rumarn Burrell,8000,416000,9440.0,490880.0,24,"AM RL, ST",Jamaica,/football/championship/queens-park-rangers/
34555,Championship,Queens Park Rangers,Esquerdinha,7300,379600,8614.0,447928.0,19,D/WB L,Brazil,/football/championship/queens-park-rangers/
34556,Championship,Queens Park Rangers,Liam Morrison,6000,312000,7080.0,368160.0,22,D C,Scotland,/football/championship/queens-park-rangers/
34557,Championship,Queens Park Rangers,Kealey Adamson,5000,260000,5900.0,306800.0,22,D RL,Australia,/football/championship/queens-park-rangers/
34558,Championship,Queens Park Rangers,Paul Smyth,4800,249600,5664.0,294528.0,27,AM RL,N.Ireland,/football/championship/queens-park-rangers/
34559,Championship,Queens Park Rangers,Ziyad Larkeche,4000,208000,4720.0,245440.0,22,D/WB L,France,/football/championship/queens-park-rangers/
34560,Championship,Queens Park Rangers,Rayan Kolli,3700,192400,4366.0,227032.0,20,"AM RL, ST",Algeria,/football/championship/queens-park-rangers/
34561,Championship,Queens Park Rangers,Elijah Dixon-Bonner,3300,171600,3894.0,202488.0,24,"DM, AM C",England,/football/championship/queens-park-rangers/
34562,Championship,Queens Park Rangers,Isak Alemayehu,3100,161200,3658.0,190216.0,18,AM C,Sweden,/football/championship/queens-park-rangers/
34563,Championship,Queens Park Rangers,Jaylan Pearman,3100,161200,3658.0,190216.0,19,AM/F C,Australia,/football/championship/queens-park-rangers/
34564,Championship,Queens Park Rangers,Tylon Smith,2600,135200,3068.0,159536.0,20,D C,South Africa,/football/championship/queens-park-rangers/
34565,Championship,Queens Park Rangers,Ben Hamer,2500,130000,2950.0,153400.0,37,GK,England,/football/championship/queens-park-rangers/
34566,Championship,Queens Park Rangers,Joe Walsh,2100,109200,2478.0,128856.0,23,GK,England,/football/championship/queens-park-rangers/
34567,Championship,Queens Park Rangers,Kieran Morgan,1000,52000,1180.0,61360.0,19,DM,England,/football/championship/queens-park-rangers/
34568,Championship,Queens Park Rangers,Emmerson Sutton,860,44720,1014.8,52769.6,18,AM RLC,England,/football/championship/queens-park-rangers/
34569,Championship,Queens Park Rangers,Alex Aoraha,700,36400,826.0,42952.0,22,DM,Iraq,/football/championship/queens-park-rangers/
34570,Championship,Queens Park Rangers,Alfie Tuck,700,36400,826.0,42952.0,19,DM,Wales,/football/championship/queens-park-rangers/
34571,Championship,Queens Park Rangers,Jack McDowell,660,34320,778.8,40497.6,19,D RC,England,/football/championship/queens-park-rangers/
34572,Championship,Queens Park Rangers,Kieran Petrie,600,31200,708.0,36816.0,20,AM RL,England,/football/championship/queens-park-rangers/
34573,Championship,Queens Park Rangers,Joel Halliday,590,30680,696.2,36202.4,20,GK,England,/football/championship/queens-park-rangers/
34574,Championship,Queens Park Rangers,Cian Dillon,580,30160,684.4,35588.8,19,ST,Ireland,/football/championship/queens-park-rangers/
34575,Championship,Queens Park Rangers,Daniel Bennie,570,29640,672.6,34975.2,19,AM RLC,Australia,/football/championship/queens-park-rangers/
34576,Championship,Queens Park Rangers,Alex Wilkie,550,28600,649.0,33748.0,19,D C,England,/football/championship/queens-park-rangers/
34577,Championship,Queens Park Rangers,Archie O'Brien,550,28600,649.0,33748.0,18,AM C,England,/football/championship/queens-park-rangers/
34578,Championship,Queens Park Rangers,Kobe Agbude,500,26000,590.0,30680.0,18,D RC,England,/football/championship/queens-park-rangers/
34579,Championship,Queens Park Rangers,Kaleb Dyke,500,26000,590.0,30680.0,18,"DM, M RC",England,/football/championship/queens-park-rangers/
34580,Championship,Queens Park Rangers,Matteo Salamon,480,24960,566.4,29452.8,21,GK,England,/football/championship/queens-park-rangers/
34581,Championship,Queens Park Rangers,Charlie Warren,480,24960,566.4,29452.8,18,GK,England,/football/championship/queens-park-rangers/
34582,Championship,Queens Park Rangers,Jaiden Putman,460,23920,542.8,28225.6,18,D/WB R,England,/football/championship/queens-park-rangers/
34583,Championship,Queens Park Rangers,Jake Leahy,460,23920,542.8,28225.6,19,D/WB L,England,/football/championship/queens-park-rangers/
34584,Championship,Queens Park Rangers,Jake Coomes,460,23920,542.8,28225.6,18,AM RLC,England,/football/championship/queens-park-rangers/
34585,Championship,Queens Park Rangers,Noah McCann,420,21840,495.6,25771.2,19,D C,Scotland,/football/championship/queens-park-rangers/
34586,Championship,Queens Park Rangers,Timothy Akindileni,410,21320,483.8,25157.6,17,D LC,Czechia,/football/championship/queens-park-rangers/
34587,Championship,Queens Park Rangers,Ashley Trujillo,400,20800,472.0,24544.0,16,"AM RLC, F C",Colombia,/football/championship/queens-park-rangers/
34588,Championship,Queens Park Rangers,Alfie Fittall,400,20800,472.0,24544.0,16,GK,England,/football/championship/queens-park-rangers/
34589,Championship,Queens Park Rangers,Charlie Street,380,19760,448.4,23316.8,16,D RC,Wales,/football/championship/queens-park-rangers/
34590,Championship,Queens Park Rangers,Cory Adjetey-Brew,380,19760,448.4,23316.8,17,D LC,England,/football/championship/queens-park-rangers/
34591,Championship,Queens Park Rangers,Enis Neziri,360,18720,424.8,22089.6,16,AM C,Kosovo,/football/championship/queens-park-rangers/
34592,Championship,Queens Park Rangers,Fraser Neill,350,18200,413.0,21476.0,17,DM,England,/football/championship/queens-park-rangers/
34593,Championship,Queens Park Rangers,Gabriel Oluwabusola,340,17680,401.2,20862.4,16,ST,England,/football/championship/queens-park-rangers/
34594,Championship,Queens Park Rangers,Giovanni Ikoroha,340,17680,401.2,20862.4,16,AM C,England,/football/championship/queens-park-rangers/
34595,Championship,Queens Park Rangers,Gabriel Cuthbert,340,17680,401.2,20862.4,17,D C,England,/football/championship/queens-park-rangers/
34596,Championship,Queens Park Rangers,Harvey Boddy,330,17160,389.4,20248.8,16,DM,Ireland,/football/championship/queens-park-rangers/
34597,Championship,Queens Park Rangers,Isaiah Balogun,320,16640,377.6,19635.2,17,D C,Nigeria,/football/championship/queens-park-rangers/
34598,Championship,Queens Park Rangers,Joshua Wright,310,16120,365.8,19021.6,16,ST,Ireland,/football/championship/queens-park-rangers/
34599,Championship,Queens Park Rangers,James McAvoy,310,16120,365.8,19021.6,16,DM,Scotland,/football/championship/queens-park-rangers/
34600,Championship,Queens Park Rangers,Kalen Brunson,300,15600,354.0,18408.0,16,AM L,England,/football/championship/queens-park-rangers/
34601,Championship,Queens Park Rangers,Kemuel Edouard-Marrison,300,15600,354.0,18408.0,16,ST,England,/football/championship/queens-park-rangers/
34602,Championship,Queens Park Rangers,Kyreece Moore,300,15600,354.0,18408.0,16,AM C,England,/football/championship/queens-park-rangers/
34603,Championship,Queens Park Rangers,Kasey Taylor,300,15600,354.0,18408.0,16,GK,England,/football/championship/queens-park-rangers/
34604,Championship,Queens Park Rangers,Leon Scarlett,290,15080,342.2,17794.4,16,ST,Wales,/football/championship/queens-park-rangers/
34605,Championship,Queens Park Rangers,Mason Skeete,280,14560,330.4,17180.8,17,D/WB R,England,/football/championship/queens-park-rangers/
34606,Championship,Queens Park Rangers,Nkhai Majesty,270,14040,318.6,16567.2,16,D C,England,/football/championship/queens-park-rangers/
34607,Championship,Queens Park Rangers,Philip Sanyaolu,250,13000,295.0,15340.0,17,"AM RL, ST",England,/football/championship/queens-park-rangers/
34608,Championship,Queens Park Rangers,Ridwan Hassan,230,11960,271.4,14112.8,17,ST,England,/football/championship/queens-park-rangers/
34609,Championship,Queens Park Rangers,Rico Kennedy,230,11960,271.4,14112.8,17,AM RL,England,/football/championship/queens-park-rangers/
34610,Championship,Queens Park Rangers,Shaquille Sandiford,220,11440,259.6,13499.2,16,D C,England,/football/championship/queens-park-rangers/
34611,Championship,Queens Park Rangers,Teddy Tarbotton,210,10920,247.8,12885.6,17,DM,England,/football/championship/queens-park-rangers/
34612,Championship,Queens Park Rangers,Tom Wiles,210,10920,247.8,12885.6,16,DM,England,/football/championship/queens-park-rangers/
34613,Championship,Sheffield United,Ben Godfrey,80000,4160000,94400.0,4908800.0,27,D RC,England,/football/championship/sheffield-united-f.c./
34614,Championship,Sheffield United,Gustavo Hamer,36000,1872000,42480.0,2208960.0,28,"DM, AM LC",Netherlands,/football/championship/sheffield-united-f.c./
34615,Championship,Sheffield United,Louie Barry,35000,1820000,41300.0,2147600.0,22,AM RLC,England,/football/championship/sheffield-united-f.c./
34616,Championship,Sheffield United,Callum O'Hare,32000,1664000,37760.0,1963520.0,27,"AM RLC, F C",England,/football/championship/sheffield-united-f.c./
34617,Championship,Sheffield United,Tom Cannon,27000,1404000,31860.0,1656720.0,22,ST,Ireland,/football/championship/sheffield-united-f.c./
34618,Championship,Sheffield United,Chiedozie Ogbene,27000,1404000,31860.0,1656720.0,28,WB/AM R,Ireland,/football/championship/sheffield-united-f.c./
34619,Championship,Sheffield United,Danny Ings,27000,1404000,31860.0,1656720.0,32,ST,England,/football/championship/sheffield-united-f.c./
34620,Championship,Sheffield United,Japhet Tanganga,25000,1300000,29500.0,1534000.0,26,D RC,England,/football/championship/sheffield-united-f.c./
34621,Championship,Sheffield United,Michael Cooper,24000,1248000,28320.0,1472640.0,25,GK,England,/football/championship/sheffield-united-f.c./
34622,Championship,Sheffield United,Tom Davies,22000,1144000,25960.0,1349920.0,27,DM,England,/football/championship/sheffield-united-f.c./
34623,Championship,Sheffield United,Mark McGuinness,19000,988000,22420.0,1165840.0,24,D C,Ireland,/football/championship/sheffield-united-f.c./
34624,Championship,Sheffield United,Ben Mee,18000,936000,21240.0,1104480.0,35,D C,England,/football/championship/sheffield-united-f.c./
34625,Championship,Sheffield United,Alex Matos,18000,936000,21240.0,1104480.0,20,"DM, AM C",England,/football/championship/sheffield-united-f.c./
34626,Championship,Sheffield United,Harrison Burrows,15000,780000,17700.0,920400.0,23,D/WB L,England,/football/championship/sheffield-united-f.c./
34627,Championship,Sheffield United,Tyler Bindon,15000,780000,17700.0,920400.0,20,D RC,New Zealand,/football/championship/sheffield-united-f.c./
34628,Championship,Sheffield United,Nils Zätterström,14000,728000,16520.0,859040.0,20,D C,Sweden,/football/championship/sheffield-united-f.c./
34629,Championship,Sheffield United,Sam McCallum,13000,676000,15340.0,797680.0,24,D/WB L,England,/football/championship/sheffield-united-f.c./
34630,Championship,Sheffield United,Tahith Chong,12000,624000,14160.0,736320.0,25,AM RLC,Curaçao,/football/championship/sheffield-united-f.c./
34631,Championship,Sheffield United,Adam Davies,9500,494000,11210.0,582920.0,32,GK,Wales,/football/championship/sheffield-united-f.c./
34632,Championship,Sheffield United,Jamie Shackleton,8100,421200,9558.0,497016.0,25,"D/WB R, DM",England,/football/championship/sheffield-united-f.c./
34633,Championship,Sheffield United,Tyrese Campbell,7600,395200,8968.0,466336.0,25,"AM R, ST",England,/football/championship/sheffield-united-f.c./
34634,Championship,Sheffield United,Andre Brooks,5500,286000,6490.0,337480.0,21,AM RC,England,/football/championship/sheffield-united-f.c./
34635,Championship,Sheffield United,Christian Nwachukwu,5400,280800,6372.0,331344.0,19,AM RL,Nigeria,/football/championship/sheffield-united-f.c./
34636,Championship,Sheffield United,Oliver Arblaster,4800,249600,5664.0,294528.0,21,DM,England,/football/championship/sheffield-united-f.c./
34637,Championship,Sheffield United,Sam Curtis,3600,187200,4248.0,220896.0,19,D RC,Ireland,/football/championship/sheffield-united-f.c./
34638,Championship,Sheffield United,Ehije Ukaki,3300,171600,3894.0,202488.0,20,D/WB/AM R,Nigeria,/football/championship/sheffield-united-f.c./
34639,Championship,Sheffield United,Louie Marsh,3000,156000,3540.0,184080.0,21,AM/F C,England,/football/championship/sheffield-united-f.c./
34640,Championship,Sheffield United,Mihail Polendakov,2900,150800,3422.0,177944.0,18,D R,Bulgaria,/football/championship/sheffield-united-f.c./
34641,Championship,Sheffield United,Sydie Peck,2600,135200,3068.0,159536.0,20,DM,England,/football/championship/sheffield-united-f.c./
34642,Championship,Sheffield United,Femi Seriki,2300,119600,2714.0,141128.0,22,D/WB R,England,/football/championship/sheffield-united-f.c./
34643,Championship,Sheffield United,Djibril Soumaré,1400,72800,1652.0,85904.0,22,DM,Senegal,/football/championship/sheffield-united-f.c./
34644,Championship,Sheffield United,Dovydas Sasnauskas,1400,72800,1652.0,85904.0,18,D C,Lithuania,/football/championship/sheffield-united-f.c./
34645,Championship,Sheffield United,Jevan Beattie,1100,57200,1298.0,67496.0,18,ST,Scotland,/football/championship/sheffield-united-f.c./
34646,Championship,Sheffield United,Luke Faxon,1000,52000,1180.0,61360.0,20,GK,England,/football/championship/sheffield-united-f.c./
34647,Championship,Sheffield United,Jay Tinsdale,860,44720,1014.8,52769.6,20,"D/WB L, M LC",England,/football/championship/sheffield-united-f.c./
34648,Championship,Sheffield United,Ryan Oné,700,36400,826.0,42952.0,19,"AM L, ST",Scotland,/football/championship/sheffield-united-f.c./
34649,Championship,Sheffield United,Sam Aston,670,34840,790.6,41111.2,19,AM/F C,England,/football/championship/sheffield-united-f.c./
34650,Championship,Sheffield United,Owen Hampson,660,34320,778.8,40497.6,20,DM,Wales,/football/championship/sheffield-united-f.c./
34651,Championship,Sheffield United,Jayden Prunty,660,34320,778.8,40497.6,19,D C,England,/football/championship/sheffield-united-f.c./
34652,Championship,Sheffield United,Archie Christie-Cranie,650,33800,767.0,39884.0,18,AM C,England,/football/championship/sheffield-united-f.c./
34653,Championship,Sheffield United,Zain Tahir,650,33800,767.0,39884.0,18,D RLC,England,/football/championship/sheffield-united-f.c./
34654,Championship,Sheffield United,Aaron Reid,650,33800,767.0,39884.0,17,DM,England,/football/championship/sheffield-united-f.c./
34655,Championship,Sheffield United,Coby Hewitson,630,32760,743.4,38656.8,18,GK,England,/football/championship/sheffield-united-f.c./
34656,Championship,Sheffield United,Frankie Jones,600,31200,708.0,36816.0,18,DM,England,/football/championship/sheffield-united-f.c./
34657,Championship,Sheffield United,Alfie Hough,600,31200,708.0,36816.0,17,D C,England,/football/championship/sheffield-united-f.c./
34658,Championship,Sheffield United,Lennon Patterson,590,30680,696.2,36202.4,17,D/WB L,England,/football/championship/sheffield-united-f.c./
34659,Championship,Sheffield United,Sai Sachdev,570,29640,672.6,34975.2,20,D RC,England,/football/championship/sheffield-united-f.c./
34660,Championship,Sheffield United,Jackson Blaize,560,29120,660.8,34361.6,18,AM C,England,/football/championship/sheffield-united-f.c./
34661,Championship,Sheffield United,Jaydon Makhalira,560,29120,660.8,34361.6,17,AM RLC,England,/football/championship/sheffield-united-f.c./
34662,Championship,Sheffield United,Zach Giggs,550,28600,649.0,33748.0,18,D/WB R,Wales,/football/championship/sheffield-united-f.c./
34663,Championship,Sheffield United,Liam Hall,540,28080,637.2,33134.4,20,GK,England,/football/championship/sheffield-united-f.c./
34664,Championship,Sheffield United,Max Asante-Boakye,530,27560,625.4,32520.8,18,D C,England,/football/championship/sheffield-united-f.c./
34665,Championship,Sheffield United,Alfie Atherton,500,26000,590.0,30680.0,19,"AM R, ST",England,/football/championship/sheffield-united-f.c./
34666,Championship,Sheffield United,Seth Okyere,470,24440,554.6,28839.2,17,D RC,England,/football/championship/sheffield-united-f.c./
34667,Championship,Sheffield United,Theo Howard,460,23920,542.8,28225.6,17,"DM, AM C",England,/football/championship/sheffield-united-f.c./
34668,Championship,Sheffield United,Arlo Coubrough,400,20800,472.0,24544.0,17,"AM RL, ST",England,/football/championship/sheffield-united-f.c./
34669,Championship,Sheffield United,Alfie Venners,400,20800,472.0,24544.0,17,GK,England,/football/championship/sheffield-united-f.c./
34670,Championship,Sheffield United,Ben Grainger,390,20280,460.2,23930.4,17,GK,England,/football/championship/sheffield-united-f.c./
34671,Championship,Sheffield United,Ben Murray,390,20280,460.2,23930.4,16,"DM, AM C",England,/football/championship/sheffield-united-f.c./
34672,Championship,Sheffield United,Cole Hay,380,19760,448.4,23316.8,16,ST,Scotland,/football/championship/sheffield-united-f.c./
34673,Championship,Sheffield United,Charlie Bulmer,380,19760,448.4,23316.8,16,"AM RLC, F C",England,/football/championship/sheffield-united-f.c./
34674,Championship,Sheffield United,Dylan Tawodzera,370,19240,436.6,22703.2,17,D/WB L,England,/football/championship/sheffield-united-f.c./
34675,Championship,Sheffield United,Ethan Gold,360,18720,424.8,22089.6,16,GK,Romania,/football/championship/sheffield-united-f.c./
34676,Championship,Sheffield United,Emmett Morrison,360,18720,424.8,22089.6,16,"DM, AM C",N.Ireland,/football/championship/sheffield-united-f.c./
34677,Championship,Sheffield United,Franklyn Gordon,350,18200,413.0,21476.0,17,D/WB L,England,/football/championship/sheffield-united-f.c./
34678,Championship,Sheffield United,Marshall Francis,330,17160,389.4,20248.8,20,"AM RLC, F C",England,/football/championship/sheffield-united-f.c./
34679,Championship,Sheffield United,Keehan Barrett-Underwood,300,15600,354.0,18408.0,16,D/WB R,England,/football/championship/sheffield-united-f.c./
34680,Championship,Sheffield United,Lamine Sidibe,290,15080,342.2,17794.4,17,"AM RL, ST",Spain,/football/championship/sheffield-united-f.c./
34681,Championship,Sheffield United,Marley Parr-Pearson,280,14560,330.4,17180.8,16,"DM, AM C",England,/football/championship/sheffield-united-f.c./
34682,Championship,Sheffield United,Matthew Poppleton,280,14560,330.4,17180.8,16,"AM RC, F C",England,/football/championship/sheffield-united-f.c./
34683,Championship,Sheffield United,Riley McLachlan,230,11960,271.4,14112.8,16,"AM RL, ST",England,/football/championship/sheffield-united-f.c./
34684,Championship,Sheffield United,Robert Adams,230,11960,271.4,14112.8,16,"DM, AM C",England,/football/championship/sheffield-united-f.c./
34685,Championship,Sheffield United,Sam Colechin,220,11440,259.6,13499.2,16,D/WB R,England,/football/championship/sheffield-united-f.c./
34686,Championship,Sheffield United,Siem Eyob-Abraha,220,11440,259.6,13499.2,16,"AM RL, ST",Eritrea,/football/championship/sheffield-united-f.c./
34687,Championship,Sheffield United,Thomas Dearden,210,10920,247.8,12885.6,16,D C,Wales,/football/championship/sheffield-united-f.c./
34688,Championship,Sheffield Wednesday,Dominic Iorfa,18000,936000,21240.0,1104480.0,30,D RC,England,/football/championship/sheffield-wednesday/
34689,Championship,Sheffield Wednesday,Liam Palmer,15000,780000,17700.0,920400.0,33,"D RC, DM",Scotland,/football/championship/sheffield-wednesday/
34690,Championship,Sheffield Wednesday,Jamal Lowe,15000,780000,17700.0,920400.0,30,"AM RL, ST",Jamaica,/football/championship/sheffield-wednesday/
34691,Championship,Sheffield Wednesday,Max Lowe,14000,728000,16520.0,859040.0,28,D/WB L,England,/football/championship/sheffield-wednesday/
34692,Championship,Sheffield Wednesday,Di'Shon Bernard,14000,728000,16520.0,859040.0,24,D RC,Jamaica,/football/championship/sheffield-wednesday/
34693,Championship,Sheffield Wednesday,Nathaniel Chalobah,14000,728000,16520.0,859040.0,30,DM,England,/football/championship/sheffield-wednesday/
34694,Championship,Sheffield Wednesday,Iké Ugbo,14000,728000,16520.0,859040.0,26,ST,Canada,/football/championship/sheffield-wednesday/
34695,Championship,Sheffield Wednesday,Svante Ingelsson,8000,416000,9440.0,490880.0,27,AM LC,Sweden,/football/championship/sheffield-wednesday/
34696,Championship,Sheffield Wednesday,Barry Bannan,7500,390000,8850.0,460200.0,35,DM,Scotland,/football/championship/sheffield-wednesday/
34697,Championship,Sheffield Wednesday,Ethan Horvath,7300,379600,8614.0,447928.0,30,GK,U.S.A.,/football/championship/sheffield-wednesday/
34698,Championship,Sheffield Wednesday,Yan Valery,6000,312000,7080.0,368160.0,26,D RC,Tunisia,/football/championship/sheffield-wednesday/
34699,Championship,Sheffield Wednesday,Charlie McNeill,5400,280800,6372.0,331344.0,21,ST,England,/football/championship/sheffield-wednesday/
34700,Championship,Sheffield Wednesday,Bailey Cadamarteri,4500,234000,5310.0,276120.0,20,ST,Jamaica,/football/championship/sheffield-wednesday/
34701,Championship,Sheffield Wednesday,Olaf Kobacki,3800,197600,4484.0,233168.0,23,"AM RL, ST",Poland,/football/championship/sheffield-wednesday/
34702,Championship,Sheffield Wednesday,Gabriel Otegbayo,3200,166400,3776.0,196352.0,20,D C,Ireland,/football/championship/sheffield-wednesday/
34703,Championship,Sheffield Wednesday,Harry Amass,2200,114400,2596.0,134992.0,18,D/WB L,England,/football/championship/sheffield-wednesday/
34704,Championship,Sheffield Wednesday,Sean Fusire,1600,83200,1888.0,98176.0,20,"D/WB R, DM, M RC",Zimbabwe,/football/championship/sheffield-wednesday/
34705,Championship,Sheffield Wednesday,Pierce Charles,800,41600,944.0,49088.0,19,GK,N.Ireland,/football/championship/sheffield-wednesday/
34706,Championship,Sheffield Wednesday,Rio Shipston,780,40560,920.4,47860.8,20,"DM, AM C",England,/football/championship/sheffield-wednesday/
34707,Championship,Sheffield Wednesday,George Brown,690,35880,814.2,42338.4,19,ST,England,/football/championship/sheffield-wednesday/
34708,Championship,Sheffield Wednesday,Gui Siqueira,640,33280,755.2,39270.4,20,D/WB R,Brazil,/football/championship/sheffield-wednesday/
34709,Championship,Sheffield Wednesday,Favour Onukwuli,600,31200,708.0,36816.0,19,AM RL,Nigeria,/football/championship/sheffield-wednesday/
34710,Championship,Sheffield Wednesday,Joe Emery,560,29120,660.8,34361.6,18,"D C, DM",England,/football/championship/sheffield-wednesday/
