id,league,team,player_name,weekly_gbp,annual_gbp,weekly_eur,annual_eur,age,position_raw,nationality,source_url
53154,Serie B,Bari,Davide Morisco,190,9880,224.2,11658.4,17,D C,Italy,/football/serie-b/bari/
53826,Serie B,Pisa,Ante Vukovic,2500,130000,2950.0,153400.0,20,GK,Croatia,/football/serie-b/pisa/
53827,Serie B,Pisa,Lorran,2000,104000,2360.0,122720.0,19,AM RC,Brazil,/football/serie-b/pisa/
53828,Serie B,Pisa,Marius Marin,1900,98800,2242.0,116584.0,26,DM,Romania,/football/serie-b/pisa/
53887,Serie B,Reggiana,Charlys,4400,228800,5192.0,269984.0,21,DM,Brazil,/football/serie-b/reggiana/
28559,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Jörg Siebenhandl,5100,265200,6018.0,312936.0,35,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28560,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Alexander Schmidt,4500,234000,5310.0,276120.0,27,ST,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28561,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Aaron Sky Schwarz,3500,182000,4130.0,214760.0,21,AM RL,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28562,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Matteo Meisl,2900,150800,3422.0,177944.0,24,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28563,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Matija Horvat,2900,150800,3422.0,177944.0,26,"D C, DM",Croatia,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28564,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Stefan Haudum,2600,135200,3068.0,159536.0,30,"D C, DM, M R",Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28565,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Deni Alar,2400,124800,2832.0,147264.0,35,AM/F C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28566,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Georg Teigl,2200,114400,2596.0,134992.0,34,D/WB/AM R,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28567,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Onurhan Babuşcu,1800,93600,2124.0,110448.0,21,AM LC,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28568,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Turgay Gemicibaşı,1600,83200,1888.0,98176.0,29,DM,Türkiye,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28569,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Sandali Conde,1600,83200,1888.0,98176.0,22,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28570,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Filip Ristanic,1300,67600,1534.0,79768.0,21,AM/F C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28571,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Felix Holzhacker,1300,67600,1534.0,79768.0,23,"D/WB L, AM LC",Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28572,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Josef Weberbauer,1100,57200,1298.0,67496.0,27,D/M R,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28573,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Justin Forst,1100,57200,1298.0,67496.0,22,ST,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28574,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Lukas Malicsek,1000,52000,1180.0,61360.0,26,"D RC, DM",Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28575,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Aristot Tambwe-Kasengele,958,49816,1130.44,58782.88,21,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28576,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Manuel Holzmann,900,46800,1062.0,55224.0,25,D L,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28577,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Marco Schabauer,838,43576,988.84,51419.68,19,AM R,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28578,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Clemens Steinbauer,795,41340,938.1,48781.2,22,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28579,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Nadir Ajanović,756,39312,892.08,46388.16,19,AM LC,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28580,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Mamina Badji,750,39000,885.0,46020.0,22,AM LC,Senegal,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28581,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Fabian Feiner,735,38220,867.3,45099.6,19,"D C, DM",Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28582,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Ján Murgaš,653,33956,770.54,40068.08,21,DM,Slovakia,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28583,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Maximilian Sulek,623,32396,735.14,38227.28,23,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28584,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Marco Wagner,623,32396,735.14,38227.28,21,AM C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28585,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,August Tscheppe,400,20800,472.0,24544.0,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28586,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Abul Hossaini,400,20800,472.0,24544.0,17,D C,Afghanistan,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28587,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Denis Lörint,370,19240,436.6,22703.2,19,M C,Romania,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28588,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Florian Limmer,350,18200,413.0,21476.0,20,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28589,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Richy Mwari,326,16952,384.68,20003.36,25,D/WB R,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28590,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Janis Gattringer,310,16120,365.8,19021.6,19,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28591,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Jon Berisha,310,16120,365.8,19021.6,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28592,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Jayden Akubude,310,16120,365.8,19021.6,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28593,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Luca Herzog,290,15080,342.2,17794.4,17,M C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28594,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Marc Helleparth,280,14560,330.4,17180.8,24,AM RLC,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28595,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Markus Haubenwallner,280,14560,330.4,17180.8,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28596,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Matthias Döller,280,14560,330.4,17180.8,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28597,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Nico Elbl,270,14040,318.6,16567.2,17,AM C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28598,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Yannick Maierhofer,257,13364,303.26,15769.52,20,DM,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28599,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Philipp Malicsek,250,13000,295.0,15340.0,28,DM,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28600,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Sebastian Orgler,220,11440,259.6,13499.2,17,DM,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28601,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Sergej Savić,220,11440,259.6,13499.2,17,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28602,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Niko Frasz,214,11128,252.52,13131.04,20,AM RL,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28603,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Tizian Marth,210,10920,247.8,12885.6,21,M C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28604,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Marco Gragger,209,10868,246.62,12824.24,21,DM,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28605,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Markus Bachmeier,171,8892,201.78,10492.56,20,DM,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28606,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Michael Welkovits,171,8892,201.78,10492.56,22,D C,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28607,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Salim Demir,171,8892,201.78,10492.56,20,D RC,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
29149,Belgian Pro League,AA Gent,Bas Evers,680,35360,802.4,41724.8,16,GK,Belgium,/football/belgian-pro-league/aa-gent/
28608,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Phillip Zivanovic,171,8892,201.78,10492.56,20,GK,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28609,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Amadeus Zenk,171,8892,201.78,10492.56,19,AM L,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28610,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Vitus Reisenbichler,171,8892,201.78,10492.56,18,ST,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28611,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Emre Can Yesilöz,128,6656,151.04,7854.08,22,M LC,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28612,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Emirhan Köse,128,6656,151.04,7854.08,19,"D RL, DM",Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28613,Austrian Bundesliga,Fussballclub Admira Wacker Mödling,Marvin Meixner,128,6656,151.04,7854.08,21,M RL,Austria,/football/austrian-premier-division/fussballclub-admira-wacker-mödling/
28614,Austrian Bundesliga,Fussballclub RB Salzburg,Aleksa Terzic,26000,1352000,30680.0,1595360.0,25,D/WB/M L,Serbia,/football/austrian-premier-division/fussballclub-rb-salzburg/
28615,Austrian Bundesliga,Fussballclub RB Salzburg,Stefan Lainer,21000,1092000,24780.0,1288560.0,32,D/WB R,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28616,Austrian Bundesliga,Fussballclub RB Salzburg,Alexander Schlager,20000,1040000,23600.0,1227200.0,29,GK,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28617,Austrian Bundesliga,Fussballclub RB Salzburg,Karim Onisiwo,20000,1040000,23600.0,1227200.0,33,AM/F C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28618,Austrian Bundesliga,Fussballclub RB Salzburg,Frans Krätzig,19000,988000,22420.0,1165840.0,22,"D/WB L, DM",Germany,/football/austrian-premier-division/fussballclub-rb-salzburg/
28619,Austrian Bundesliga,Fussballclub RB Salzburg,Jacob Rasmussen,17000,884000,20060.0,1043120.0,28,D LC,Denmark,/football/austrian-premier-division/fussballclub-rb-salzburg/
28620,Austrian Bundesliga,Fussballclub RB Salzburg,Mads Bidstrup,16000,832000,18880.0,981760.0,24,DM,Denmark,/football/austrian-premier-division/fussballclub-rb-salzburg/
28621,Austrian Bundesliga,Fussballclub RB Salzburg,Clement Bischoff,16000,832000,18880.0,981760.0,19,WB/AM L,Denmark,/football/austrian-premier-division/fussballclub-rb-salzburg/
28622,Austrian Bundesliga,Fussballclub RB Salzburg,Anrie Chase,13000,676000,15340.0,797680.0,21,D RC,Japan,/football/austrian-premier-division/fussballclub-rb-salzburg/
28623,Austrian Bundesliga,Fussballclub RB Salzburg,Kerim Alajbegovic,11000,572000,12980.0,674960.0,17,AM RLC,Bosnia & Herzegovina,/football/austrian-premier-division/fussballclub-rb-salzburg/
28624,Austrian Bundesliga,Fussballclub RB Salzburg,Yorbe Vertessen,8000,416000,9440.0,490880.0,24,"AM RL, ST",Belgium,/football/austrian-premier-division/fussballclub-rb-salzburg/
28625,Austrian Bundesliga,Fussballclub RB Salzburg,Sota Kitano,6600,343200,7788.0,404976.0,20,"AM RLC, F C",Japan,/football/austrian-premier-division/fussballclub-rb-salzburg/
28626,Austrian Bundesliga,Fussballclub RB Salzburg,Takumu Kawamura,6600,343200,7788.0,404976.0,25,"DM, AM C",Japan,/football/austrian-premier-division/fussballclub-rb-salzburg/
28627,Austrian Bundesliga,Fussballclub RB Salzburg,Karim Konaté,6000,312000,7080.0,368160.0,21,ST,Ivory Coast,/football/austrian-premier-division/fussballclub-rb-salzburg/
28628,Austrian Bundesliga,Fussballclub RB Salzburg,Maurits Kjærgaard,5900,306800,6962.0,362024.0,22,AM/F C,Denmark,/football/austrian-premier-division/fussballclub-rb-salzburg/
28629,Austrian Bundesliga,Fussballclub RB Salzburg,Edmund Baidoo,5300,275600,6254.0,325208.0,19,"AM RL, ST",Ghana,/football/austrian-premier-division/fussballclub-rb-salzburg/
28630,Austrian Bundesliga,Fussballclub RB Salzburg,Lucas Gourna-Douath,5000,260000,5900.0,306800.0,21,DM,France,/football/austrian-premier-division/fussballclub-rb-salzburg/
28631,Austrian Bundesliga,Fussballclub RB Salzburg,Petar Ratkov,3800,197600,4484.0,233168.0,21,"AM L, ST",Serbia,/football/austrian-premier-division/fussballclub-rb-salzburg/
28632,Austrian Bundesliga,Fussballclub RB Salzburg,Alexander Murillo,2500,130000,2950.0,153400.0,18,ST,Spain,/football/austrian-premier-division/fussballclub-rb-salzburg/
28633,Austrian Bundesliga,Fussballclub RB Salzburg,Joane Gadou,2100,109200,2478.0,128856.0,18,D C,France,/football/austrian-premier-division/fussballclub-rb-salzburg/
28634,Austrian Bundesliga,Fussballclub RB Salzburg,Justin Omoregie,2100,109200,2478.0,128856.0,21,M C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28635,Austrian Bundesliga,Fussballclub RB Salzburg,Moussa Yeo,1900,98800,2242.0,116584.0,21,"AM RC, ST",Mali,/football/austrian-premier-division/fussballclub-rb-salzburg/
28636,Austrian Bundesliga,Fussballclub RB Salzburg,Tim Trummer,1600,83200,1888.0,98176.0,19,"D/WB R, M RC",Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28637,Austrian Bundesliga,Fussballclub RB Salzburg,Christian Zawieschitzky,1400,72800,1652.0,85904.0,18,GK,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28638,Austrian Bundesliga,Fussballclub RB Salzburg,Enrique Aguilar,1300,67600,1534.0,79768.0,18,AM/F C,Switzerland,/football/austrian-premier-division/fussballclub-rb-salzburg/
28639,Austrian Bundesliga,Fussballclub RB Salzburg,John Mellberg,1100,57200,1298.0,67496.0,18,D C,Sweden,/football/austrian-premier-division/fussballclub-rb-salzburg/
28640,Austrian Bundesliga,Fussballclub RB Salzburg,Jannik Schuster,1100,57200,1298.0,67496.0,19,"D C, DM",Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28641,Austrian Bundesliga,Fussballclub RB Salzburg,Benjamin Ožegovic,1070,55640,1262.6,65655.2,25,GK,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28642,Austrian Bundesliga,Fussballclub RB Salzburg,Mamady Diambou,900,46800,1062.0,55224.0,22,DM,Mali,/football/austrian-premier-division/fussballclub-rb-salzburg/
28643,Austrian Bundesliga,Fussballclub RB Salzburg,Marcel Moswitzer,900,46800,1062.0,55224.0,20,"D C, DM",Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28644,Austrian Bundesliga,Fussballclub RB Salzburg,Jakob Pokorny,880,45760,1038.4,53996.8,17,D C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28645,Austrian Bundesliga,Fussballclub RB Salzburg,Phillip Verhounig,810,42120,955.8,49701.6,19,ST,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28646,Austrian Bundesliga,Fussballclub RB Salzburg,Rocco Žikovic,790,41080,932.2,48474.4,20,"D C, DM",Croatia,/football/austrian-premier-division/fussballclub-rb-salzburg/
28647,Austrian Bundesliga,Fussballclub RB Salzburg,Valentin Zabransky,720,37440,849.6,44179.2,18,D C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28648,Austrian Bundesliga,Fussballclub RB Salzburg,Tejiri Adejenughure,700,36400,826.0,42952.0,18,ST,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28649,Austrian Bundesliga,Fussballclub RB Salzburg,Nikola Sarcevic,670,34840,790.6,41111.2,18,GK,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28650,Austrian Bundesliga,Fussballclub RB Salzburg,Benedict Scharner,630,32760,743.4,38656.8,20,AM R,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28651,Austrian Bundesliga,Fussballclub RB Salzburg,Jakob Brandtner,610,31720,719.8,37429.6,19,D/WB/M L,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28652,Austrian Bundesliga,Fussballclub RB Salzburg,Johannes Moser,610,31720,719.8,37429.6,17,M C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28653,Austrian Bundesliga,Fussballclub RB Salzburg,Julian Hussauf,610,31720,719.8,37429.6,19,D/WB/M R,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28654,Austrian Bundesliga,Fussballclub RB Salzburg,Soumaïla Diabaté,600,31200,708.0,36816.0,20,"DM, M R",Mali,/football/austrian-premier-division/fussballclub-rb-salzburg/
28655,Austrian Bundesliga,Fussballclub RB Salzburg,Salko Hamzic,600,31200,708.0,36816.0,18,GK,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28656,Austrian Bundesliga,Fussballclub RB Salzburg,Marc Striednig,580,30160,684.4,35588.8,19,DM,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28657,Austrian Bundesliga,Fussballclub RB Salzburg,Marco Brandt,580,30160,684.4,35588.8,19,ST,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28658,Austrian Bundesliga,Fussballclub RB Salzburg,Tobias Rohrmoser,570,29640,672.6,34975.2,18,D C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28659,Austrian Bundesliga,Fussballclub RB Salzburg,Quirin Rackl,540,28080,637.2,33134.4,19,"D/WB L, M RL",Germany,/football/austrian-premier-division/fussballclub-rb-salzburg/
28660,Austrian Bundesliga,Fussballclub RB Salzburg,Valentin Sulzbacher,500,26000,590.0,30680.0,20,"DM, AM C",Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28661,Austrian Bundesliga,Fussballclub RB Salzburg,Ilia Ivanschitz,470,24440,554.6,28839.2,18,AM C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28662,Austrian Bundesliga,Fussballclub RB Salzburg,Jakob Zangerl,430,22360,507.4,26384.8,18,"WB L, AM L, ST",Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28663,Austrian Bundesliga,Fussballclub RB Salzburg,Amel Avdic,420,21840,495.6,25771.2,18,D C,Bosnia & Herzegovina,/football/austrian-premier-division/fussballclub-rb-salzburg/
28664,Austrian Bundesliga,Fussballclub RB Salzburg,Jonas Winklhofer,410,21320,483.8,25157.6,17,GK,Germany,/football/austrian-premier-division/fussballclub-rb-salzburg/
28665,Austrian Bundesliga,Fussballclub RB Salzburg,Rüstü Erdogan,400,20800,472.0,24544.0,18,AM/F C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28666,Austrian Bundesliga,Fussballclub RB Salzburg,Nikolas Freund,390,20280,460.2,23930.4,18,M C,Austria,/football/austrian-premier-division/fussballclub-rb-salzburg/
28667,Austrian Bundesliga,Fussballklub Austria Vienna,Aleksandar Dragovic,8500,442000,10030.0,521560.0,34,D C,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28668,Austrian Bundesliga,Fussballklub Austria Vienna,Johannes Eggestein,6100,317200,7198.0,374296.0,27,ST,Germany,/football/austrian-premier-division/fussballklub-austria-vienna/
28669,Austrian Bundesliga,Fussballklub Austria Vienna,Manprit Sarkaria,5900,306800,6962.0,362024.0,28,"AM RLC, F C",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28670,Austrian Bundesliga,Fussballklub Austria Vienna,Marko Raguž,5900,306800,6962.0,362024.0,27,AM/F C,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28671,Austrian Bundesliga,Fussballklub Austria Vienna,Reinhold Ranftl,5700,296400,6726.0,349752.0,33,D/WB/M R,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28672,Austrian Bundesliga,Fussballklub Austria Vienna,Manfred Fischer,3900,202800,4602.0,239304.0,29,AM LC,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28673,Austrian Bundesliga,Fussballklub Austria Vienna,Abubakr Barry,3500,182000,4130.0,214760.0,24,DM,The Gambia,/football/austrian-premier-division/fussballklub-austria-vienna/
28674,Austrian Bundesliga,Fussballklub Austria Vienna,Johannes Handl,3100,161200,3658.0,190216.0,27,"D RC, DM",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28675,Austrian Bundesliga,Fussballklub Austria Vienna,Tin Plavotic,2600,135200,3068.0,159536.0,28,"D C, DM",Croatia,/football/austrian-premier-division/fussballklub-austria-vienna/
28676,Austrian Bundesliga,Fussballklub Austria Vienna,Abdoulaye Kanté,2500,130000,2950.0,153400.0,20,"AM RC, ST",Ivory Coast,/football/austrian-premier-division/fussballklub-austria-vienna/
28677,Austrian Bundesliga,Fussballklub Austria Vienna,Hakim Guenouche,2200,114400,2596.0,134992.0,25,"D/WB RL, M L",France,/football/austrian-premier-division/fussballklub-austria-vienna/
28678,Austrian Bundesliga,Fussballklub Austria Vienna,Lee Tae-Suk,2000,104000,2360.0,122720.0,22,"D/WB RL, AM L",South Korea,/football/austrian-premier-division/fussballklub-austria-vienna/
28679,Austrian Bundesliga,Fussballklub Austria Vienna,Lee Kang-Hee,2000,104000,2360.0,122720.0,23,"D C, DM",South Korea,/football/austrian-premier-division/fussballklub-austria-vienna/
28680,Austrian Bundesliga,Fussballklub Austria Vienna,Samuel Sahin-Radlinger,1600,83200,1888.0,98176.0,32,GK,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28681,Austrian Bundesliga,Fussballklub Austria Vienna,Lukas Wedl,970,50440,1144.6,59519.2,29,GK,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28682,Austrian Bundesliga,Fussballklub Austria Vienna,Dejan Radonjic,970,50440,1144.6,59519.2,19,D C,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28683,Austrian Bundesliga,Fussballklub Austria Vienna,Romeo Vucic,910,47320,1073.8,55837.6,22,"AM RL, ST",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28684,Austrian Bundesliga,Fussballklub Austria Vienna,Kelvin Boateng,900,46800,1062.0,55224.0,25,"AM L, ST",Ghana,/football/austrian-premier-division/fussballklub-austria-vienna/
28685,Austrian Bundesliga,Fussballklub Austria Vienna,Mirko Kos,880,45760,1038.4,53996.8,28,GK,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28686,Austrian Bundesliga,Fussballklub Austria Vienna,Ifeanyi Ndukwe,820,42640,967.6,50315.2,17,D C,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28687,Austrian Bundesliga,Fussballklub Austria Vienna,Philipp Hosiner,800,41600,944.0,49088.0,36,"AM R, ST",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28688,Austrian Bundesliga,Fussballklub Austria Vienna,Konstantin Aleksa,800,41600,944.0,49088.0,18,"AM RL, ST",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28689,Austrian Bundesliga,Fussballklub Austria Vienna,Matteo Schablas,780,40560,920.4,47860.8,20,D/WB RL,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28690,Austrian Bundesliga,Fussballklub Austria Vienna,Noah Botic,770,40040,908.6,47247.2,23,ST,Australia,/football/austrian-premier-division/fussballklub-austria-vienna/
28691,Austrian Bundesliga,Fussballklub Austria Vienna,Thomas Salamon,770,40040,908.6,47247.2,36,D L,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28692,Austrian Bundesliga,Fussballklub Austria Vienna,Philipp Wiesinger,750,39000,885.0,46020.0,31,D RLC,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28693,Austrian Bundesliga,Fussballklub Austria Vienna,Philipp Maybach,750,39000,885.0,46020.0,17,DM,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28694,Austrian Bundesliga,Fussballklub Austria Vienna,Aleksa Ilic,750,39000,885.0,46020.0,20,D C,Serbia,/football/austrian-premier-division/fussballklub-austria-vienna/
28695,Austrian Bundesliga,Fussballklub Austria Vienna,Florian Wustinger,740,38480,873.2,45406.4,21,"DM, AM C",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28696,Austrian Bundesliga,Fussballklub Austria Vienna,Ziad El Sheiwi,720,37440,849.6,44179.2,21,D/WB/M L,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28697,Austrian Bundesliga,Fussballklub Austria Vienna,Lukas Haubenwaller,720,37440,849.6,44179.2,22,"AM RL, ST",Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28698,Austrian Bundesliga,Fussballklub Austria Vienna,Luca Pazourek,670,34840,790.6,41111.2,20,D/WB R,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28699,Austrian Bundesliga,Fussballklub Austria Vienna,David Ewemade,670,34840,790.6,41111.2,20,D/WB/M R,Nigeria,/football/austrian-premier-division/fussballklub-austria-vienna/
28700,Austrian Bundesliga,Fussballklub Austria Vienna,Sanel Šaljic,660,34320,778.8,40497.6,19,AM RLC,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28701,Austrian Bundesliga,Fussballklub Austria Vienna,Kenan Jusic,650,33800,767.0,39884.0,20,GK,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
28702,Austrian Bundesliga,Fussballklub Austria Vienna,Osman Abdi,610,31720,719.8,37429.6,19,DM,Somalia,/football/austrian-premier-division/fussballklub-austria-vienna/
28703,Austrian Bundesliga,Fussballklub Austria Vienna,Dominik Nišandžic,590,30680,696.2,36202.4,19,M C,Austria,/football/austrian-premier-division/fussballklub-austria-vienna/
