player_id,name,national_team,is_international
1231648,"Vladyslav Vanat",Ukraine,t
1313884,"Rafa Mar\\u00edn","Spain U21",f
1531887,"Pau Navarro","Spain U20",f
254241,"Stole Dimitrievski","North Macedonia",t
388523,"Andr\\u00e9 Silva",Portugal,t
427438,"H\\u00e9ctor Beller\\u00edn",Spain,t
536455,"Gon\\u00e7alo Guedes",Portugal,t
609516,"Robin Le Normand",Spain,t
640492,"Rafa Mir","Spain U23",f
676533,"Aitor Ruibal",,f
695062,"Javi Gal\\u00e1n",,f
715069,"Pedro D\\u00edaz",,f
784241,"Manu Morlanes","Spain U21",f
923298,"Pablo Mart\\u00ednez",,f
950545,"Oihan Sancet",Spain,t
954962,"David Carmo",Angola,t
1026135,"Tajon Buchanan",Canada,t
1051097,"Matteo Ruggeri",Italy,t
1254166,"Alejandro Balde",Spain,t
1338016,"Valent\\u00edn G\\u00f3mez","Argentina U20",f
1404415,"Ferm\\u00edn L\\u00f3pez",Spain,t
1428427,"Nobel Mendy",Senegal,t
1690093,"Jan Virgili","Spain U21",f
183353,"Kike Garc\\u00eda","Spain U21",f
488718,"Diego Rico",,f
629594,"Alfonso Pedraza",Spain,t
640122,"Brais M\\u00e9ndez",Spain,t
696365,"Marcus Rashford",England,t
896402,"Jos\\u00e9 Copete",,f
948745,"Kwasi Sibo",Ghana,t
1002618,"Ander Barrenetxea",Spain,t
1073143,"Azzedine Ounahi",Morocco,t
1112072,"Jon Pacheco","Spain Under 18",t
1131957,"Jon Olasagasti","Spain U21",f
1159181,"Javi L\\u00f3pez","Spain U21",f
1202110,"Nico Williams",Spain,t
1284434,"Diego L\\u00f3pez","Spain U23",f
1333066,"Rahim Alhassane",Niger,t
1344677,"Mateo Joseph","Spain U21",f
1392779,"Etta Eyong",Cameroon,t
1427819,"Hugo Rinc\\u00f3n",,f
1541825,"Adri\\u00e1n Liso","Spain U20",f
1580528,"Ra\\u00fal Asencio",Spain,t
93447,"Robert Lewandowski",Poland,t
115591,"Ricardo Rodr\\u00edguez",Switzerland,t
545905,"Dani Calvo",,f
571615,"Unai L\\u00f3pez","Spain U19",f
638622,"Frenkie de Jong",Netherlands,t
704151,"Arnaut Danjuma",Netherlands,t
708457,"L\\u00e9o P\\u00e9trot",,f
785511,"Fran Beltr\\u00e1n",Spain,t
860752,"Rub\\u00e9n Vargas",Switzerland,t
942372,"\\u00c1lex Baena",Spain,t
970692,"Bryan Gil",Spain,t
1078729,"Batista Mendy","France U19",f
1098365,"Jorge Herrando",,f
1102732,"Ferr\\u00e1n Jutgl\\u00e0",,f
1191407,"Aitor Paredes",Spain,t
1197039,"Mart\\u00edn Satriano",Uruguay,t
1233404,"Pablo Torre","Spain U21",f
1280020,"Julen Agirrezabala","Spain U21",f
1323398,"Abel Bretones",,f
1338192,"Pablo Barrios",Spain,t
184138,"Antoine Griezmann",France,t
276738,"Antonio R\\u00fcdiger",Germany,t
282281,"Denis Su\\u00e1rez",Spain,t
497662,"Carl Starfelt",Sweden,t
526968,"Pacha Espino",Uruguay,t
800615,"Filip Ugrinic",Switzerland,t
839750,"Kervin Arriaga",Honduras,t
841672,"Nicol\\u00e1s Gonz\\u00e1lez",Argentina,t
848289,"Takefusa Kubo",Japan,t
956921,"Abdelkabir Abqar",Morocco,t
990996,"I\\u00f1aki Pe\\u00f1a",Spain,t
1015185,"Eduardo Camavinga",France,t
1037537,"Jes\\u00fas Areso",,f
1130991,"Isaac Romero",,f
1200941,"Abderrahman Rebbach",,f
1293912,"Pablo Mar\\u00edn","Spain U21",f
1310440,"Javi Rueda",,f
1322858,"Pablo Dur\\u00e1n",,f
1326043,"Joel Roca","Spain U21",f
1575945,Oso,,f
75307,"Dani Parejo",Spain,t
246438,"Gerard Moreno",Spain,t
424129,"Leander Dendoncker",Belgium,t
488412,"Cl\\u00e9ment Lenglet",France,t
604126,"Giovani Lo Celso",Argentina,t
696679,Raphinha,Brazil,t
705484,"Eray C\\u00f6mert",Switzerland,t
726345,"Nahuel Molina",Argentina,t
839893,"Andoni Gorosabel",,f
974755,"Lucas Beltr\\u00e1n",Argentina,t
992052,"Thierry Correia","Portugal Under 18",t
1118199,"Zaid Abner Romero",Argentina,t
1210647,"Be\\u00f1at Turrientes",Spain,t
1226189,"Martim Neto","Portugal Under 16",t
1254218,"Hugo Sotelo","Spain U21",f
1279557,"Clemens Riedel","Germany U21",f
1308414,"Hugo \\u00c1lvarez","Spain U21",f
1323897,"Marc Pubill",Spain,t
1403692,"Youssef Enr\\u00edquez",Morocco,t
1610744,"Carlos Esp\\u00ed",,f
50047,"Alexis S\\u00e1nchez",Chile,t
72541,"C\\u00e9sar Azpilicueta",Spain,t
420568,"Diego Llorente",Spain,t
468931,"Thomas Lemar",France,t
574200,"Eric Bailly","Ivory Coast",t
593116,"Sofyan Amrabat",Morocco,t
678192,"Jon Guridi",,f
750027,"Brahim D\\u00edaz",Morocco,t
914401,"Oriol Rey",,f
955271,"Thiago Almada",Argentina,t
1011117,"Robert Navarro","Spain U21",f
1077915,"Largie Ramazani","Belgium Under 18",t
1229177,"Carlos Vicente",,f
1272740,"Williot Swedberg",Sweden,t
1284430,"Fran P\\u00e9rez","Spain U21",f
1334767,"Andr\\u00e9s Lopez",,f
1359911,"Miguel Rom\\u00e1n",,f
1419969,"Rodrigo Mendoza","Spain U20",f
1425769,"Alejandro Rego",,f
1563022,"\\u00c1ngel P\\u00e9rez",,f
174472,"Iago Aspas",Spain,t
261609,"Dimitri Foulquier",Guadeloupe,t
262592,"Moi G\\u00f3mez","Spain U19",f
474589,"Jos\\u00e9 Gim\\u00e9nez",Uruguay,t
479020,"Ayoze P\\u00e9rez",Spain,t
522234,"Gerard Gumbau",,f
590494,"Umar Sadiq","Nigeria B",t
635772,"Borja Mayoral","Spain U21",f
687568,"Lucas Ahijado",,f
760712,"Trent Alexander-Arnold",England,t
844415,"\\u00c9der Militao",Brazil,t
921253,"Ronald Araujo",Uruguay,t
924300,"Alem\\u00e3o",,f
927646,"Adri\\u00e0 Pedrosa","Spain U21",f
1055327,"Antonio S\\u00e1nchez",,f
1112511,"Alejandro Franc\\u00e9s","Spain U21",f
1202525,"Bryan Zaragoza",Spain,t
1215735,"Luis V\\u00e1zquez",,f
1310480,"Sergi Altimira",,f
1875615,"Kareem Tunde",,f
51545,"Salom\\u00f3n Rond\\u00f3n",Venezuela,t
282674,"Daniel Carvajal",Spain,t
361757,"Jo\\u00e3o Cancelo",Portugal,t
693736,"Unai Elgezabal",,f
753593,"Marc\\u00e3o",,f
777028,"Andr\\u00e9 Almeida","Portugal U21",f
950599,"Nicol\\u00e1s Fonseca",Uruguay,t
959597,"Luka Sucic",Croatia,t
977618,"V\\u00edctor Garc\\u00eda",,f
1094778,"Ra\\u00fal Garc\\u00eda",,f
1132607,"Peque Fern\\u00e1ndez","Spain U21",f
1202587,"Ramon Terrats",,f
1220187,"Jesus V\\u00e1zquez","Spain U19",f
1286471,"Roger Brugu\\u00e9",,f
1323863,"Iker Mu\\u00f1oz","Spain U21",f
1384883,"Marc Casad\\u00f3",Spain,t
1412942,"Alan Matturro",Uruguay,t
1413847,"Gonzalo Garc\\u00eda",Spain,t
1578176,"Yoel Lago",,f
1607566,"Franco Mastantuono",Argentina,t
37436,"Santi Cazorla",Spain,t
391064,"Neal Maupay","France U19",f
434325,"Thomas Partey",Ghana,t
654091,"Grady Diangana","DR Congo",t
743192,"Junior Firpo","Dominican Republic",t
750028,"Fran Garc\\u00eda",Spain,t
801213,"Tete Morente",,f
805352,"Unai N\\u00fa\\u00f1ez",Spain,t
833219,"Juan Foyth",Argentina,t
837270,"Chidera Ejuke",Nigeria,t
942375,"Arnau Tenas",Spain,t
999159,"Aihen Mu\\u00f1oz",,f
1082930,"Iker Losada","Spain Under 18",t
1097229,"Orri \\u00d3skarsson",Iceland,t
1173678,"Johnny Cardoso",USA,t
1184777,"Jofre Carreras",,f
1311915,"Ilias Akhomach",Morocco,t
1338740,"Tani Oluwaseyi",Canada,t
1436270,"Unai G\\u00f3mez","Spain U21",f
1552991,"David L\\u00f3pez",,f
169718,"Wojciech Szczesny",Poland,t
389050,"Juan Musso",Argentina,t
478105,"Baptiste Santamar\\u00eda","France Under 22",t
532942,"Pau L\\u00f3pez",Spain,t
607148,"Aritz Elustondo","Spain U21",f
845067,"Facundo Garc\\u00e9s",Malaysia,t
859764,"Luka Ilic",Serbia,t
881773,"Gonzalo Villar",Spain,t
980422,"Sergio Camello","Spain U23",f
1007717,"Unai Vencedor","Spain U21",f
1072200,"Rodrigo Riquelme",Spain,t
1174300,Calebe,,f
1254394,"Obed Vargas",Mexico,t
1315711,"Nelson Deossa",Colombia,t
1323207,"Alex Sancris",,f
1330035,"Rub\\u00e9n S\\u00e1nchez",,f
1331249,"Adama Boiro",,f
1460063,"Thiago Fern\\u00e1ndez","Argentina U23",f
1573126,"Marc Bernal",Spain,t
1675505,"Manu Fern\\u00e1ndez",,f
243419,"Juan Cruz",,f
430856,"Takuma Asano",Japan,t
643998,"Joseph Aidoo",Ghana,t
690516,"Ademola Lookman",Nigeria,t
730901,"Yangel Herrera",Venezuela,t
743720,"Charles Pickel","DR Congo",t
844478,"Mateu Morey","Spain U21",f
846966,"Javi Puado",Spain,t
873827,"Ander Guevara",,f
895362,Rodrygo,Brazil,t
926643,"Alfon Gonz\\u00e1lez",,f
1070617,"Tanguy Nianzou","France U21",f
1169596,"Ra\\u00fal Moro","Spain U21",f
1217644,"John Donald",,f
1254217,"Carlos Dom\\u00ednguez",,f
1315475,"Roony Bardghji",Sweden,t
1335102,"Ugo Raghouber",,f
1379196,"Jones El-Abdellaoui","Norway Under 18",t
1486264,"Claudio Echeverri",Argentina,t
1676086,Davinchi,"Spain U19",f
201939,"C\\u00e9dric Bakambu","DR Congo",t
213809,"Allan Nyom",Cameroon,t
264885,"Iv\\u00e1n Balliu",Albania,t
561198,"Mouctar Diakhaby",Guinea,t
616531,"Javi Mu\\u00f1oz",,f
616544,"\\u00cd\\u00f1igo Lekue",Spain,t
623982,Josan,,f
639450,"Yeray \\u00c1lvarez",Spain,t
674518,"Toni Lato","Spain U21",f
688668,"Josip Brekalo",Croatia,t
800882,"Andriy Lunin",Ukraine,t
881124,"Diego Pamp\\u00edn","Spain U17",f
895954,"\\u00c1lvaro Fidalgo",Mexico,t
1089744,"Zito Luvumbo",Angola,t
1104401,"Ibrahim Diabate","Ivory Coast U23",f
1277380,"Y\\u00e1ser Asprilla",Colombia,t
1279040,Gavi,Spain,t
1580522,"\\u00c1ngel Ortiz","Spain U21",f
1583872,"Buba Sangar\\u00e9","Spain U19",f
1796908,"Thiago Pitarch","Spain U19",f
58294,"Cristhian Stuani",Uruguay,t
73409,"\\u00d8rjan H\\u00e5skjold Nyland",Norway,t
121633,"David Alaba",Austria,t
282692,Portu,,f
449232,"Andreas Christensen",Denmark,t
531629,"Dani Ceballos",Spain,t
574624,"Enrique Barja",,f
616545,"Mikel Vesga",,f
672840,"Luiz Felipe",Italy,t
872362,"Marash Kumbulla",Albania,t
994403,"Cyril Ngonge",Belgium,t
1096396,"Lucas Bergstr\\u00f6m",Finland,t
1175610,"Arsen Zakharyan",Russia,t
1255090,"Jozhua Vertrouwd","Netherlands U21",f
1280756,"Lucas Cepeda",Chile,t
1282015,"Carlos Mart\\u00edn","Spain U21",f
1433032,"Jhon Sol\\u00eds",Colombia,t
1490110,"H\\u00e9ctor Fort","Spain U19",f
1649293,"Paco Cort\\u00e9s","Spain U19",f
1662379,"Pablo Garc\\u00eda","Spain U20",f
215584,"David L\\u00f3pez",,f
361724,"Ezequiel \\u00c1vila",,f
361751,"F\\u00e1bio Cardoso","Portugal U21",f
433819,"Renzo Saravia",Argentina,t
449241,"Adnan Januzaj",Belgium,t
477472,"Jos\\u00e9 Luis Morales",,f
518525,"Mariano D\\u00edaz","Dominican Republic",t
799914,"Carlos Protesoni","Uruguay U23",f
915264,"Randy Nteka",Angola,t
1041445,"Dani C\\u00e1rdenas",,f
1203614,"Nico Serrano","Spain U19",f
1304120,"Alex For\\u00e9s",,f
1338696,"Alex Freeman",USA,t
1367926,"Javier Bo\\u00f1ar","Spain U19",f
1414777,"Sebasti\\u00e1n Boselli",Uruguay,t
1425206,"Maroan Sannadi",Morocco,t
1431121,"Asier Osambela",,f
1447089,"Julio D\\u00edaz","Spain U20",f
1617146,"Jorge Cabello",,f
1676905,"Coba da Costa",,f
191315,Isco,Spain,t
588562,"Mihailo Ristic",Serbia,t
623537,"Ferland Mendy",France,t
636570,"\\u00c1lvaro Odriozola",Spain,t
760715,"Ovie Ejaria","England U20",f
784246,"Dani Raba",,f
864154,"Goduine Koyalipou","Central African Republic",t
884262,"Oier Luengo",,f
938564,"Miguel Rubio",,f
951743,"Giacomo Raspadori",Italy,t
1054522,"Moussa Diarra",Mali,t
1056461,"Ville Koski",Finland,t
1136450,"Abu Kamara","England U20",f
1137497,"Yago Santiago",,f
1187478,"Jos\\u00e9 Salinas",,f
1323403,"Antoniu Roca",,f
1428849,"Manu Bueno",,f
1614872,"I\\u00f1igo Arguibide",,f
1675933,"Marc Domenech",,f
1820601,"Selton S\\u00e1nchez","Spain U19",f
21414,"\\u00d3scar Trejo",,f
184554,"Marc-Andr\\u00e9 ter Stegen",Germany,t
191873,Juanmi,Spain,t
495222,"Sheraldo Becker",Suriname,t
688876,"Dodi Luk\\u00e9bakio",Belgium,t
748380,"Abel Ruiz",Spain,t
822237,"Manor Solomon",Israel,t
940735,"Veljko Birmancevic",Serbia,t
988197,"Urko Izeta",,f
1017745,"Horatiu Moldovan",Romania,t
1132940,"Thiago Borbas",Uruguay,t
1217911,"Dami\\u00e1n C\\u00e1ceres",,f
1237455,"Pablo Campos","Spain U21",f
1277343,"Federico Redondo","Argentina U20",f
1315828,"Javi Llabr\\u00e9s",,f
1323022,"Iker Benito",,f
1367987,"Dami\\u00e1n Rodr\\u00edguez","Spain U21",f
1732412,"Javi Morcillo",,f
1800611,"Nacho P\\u00e9rez","Spain Under 18",t
1815149,"Xavi Espart","Spain U19",f
169756,"Adri\\u00e1n",Spain,t
206322,"Mat\\u00edas Vecino",Uruguay,t
213471,"Aitor Fern\\u00e1ndez","Spain U20",f
245311,"Abd\\u00f3n Prats",,f
884383,"Bambo Diaby",,f
1184772,"\\u00c1ngel Fortuno",,f
1242132,"Jon Karrikaburu","Spain U21",f
1401997,"\\u00c1lex Padilla",Mexico,t
1508427,"Manuel \\u00c1ngel","Spain Under 16",t
1526728,"Vladyslav Krapyvtsov","Ukraine U20",f
1553404,"Rayane Belaid","Spain U20",f
1553663,"Aitor Ma\\u00f1as",,f
1577912,"Adam Boayar","Morocco Under 19",t
1592621,"Ram\\u00f3n Mart\\u00ednez",,f
1670281,"Ali Houary","Morocco U20",f
1682313,"Dro Fern\\u00e1ndez","Spain Under 18",t
1695867,"\\u00c1lvaro Cort\\u00e9s","Spain U20",f
1697334,"Luken Beitia",,f
1705340,"Ismael Bekhoucha",,f
1724551,"Job Ochieng",Kenya,t
