id,player_id,title,total_count,season,club_id,club_name,competition
116007,283233,Norwegian Super Cup Winner,,2017,195.0,Rosenborg BK,
116085,284730,English Champion,,23/24,281.0,Manchester City,
116086,284730,English Champion,,22/23,281.0,Manchester City,
116087,284730,Italian champion,,25/26,46.0,Inter Milan,
116088,284730,Uefa Supercup winner,,23/24,281.0,Manchester City,
116089,284730,German cup winner,,20/21,16.0,Borussia Dortmund,
116090,284730,FIFA Club World Cup winner,,2024,281.0,Manchester City,
116091,284730,English FA Cup winner,,2023,281.0,Manchester City,
116092,284730,Italian cup winner,,25/26,46.0,Inter Milan,
116174,287183,Russian Super Cup winner,,18/19,2410.0,CSKA Moscow,
116175,287188,Croatian champion,,25/26,419.0,GNK Dinamo Zagreb,
116257,288431,Brazilian champion,,2025,614.0,CR Flamengo,
107085,1000301,Bremenliga Champion,,23/24,87.0,SV Werder Bremen II,
107086,1000301,Westphalia Cup winner,,25/26,93.0,SC Verl,
107087,1000675,Argentinian champion,,2024,1029.0,CA Vélez Sarsfield,
107088,1000675,Winner Copa LPF Proyección Inicial,,23/24,14842.0,CA Vélez Sarsfield II,
107089,1000674,Portuguese Super Cup winner,,2026,294.0,SL Benfica,
107090,100131,Player of the Year,,14/15,,,2015 European Under-21 Football Championship
107091,100131,European champion,,2016,3300.0,Portugal,
107092,100131,Winner UEFA Nations League,,2019,3300.0,Portugal,
107093,100131,Spanish cup winner,,21/22,150.0,Real Betis Balompié,
107094,100131,Portuguese cup winner,,2015,336.0,Sporting CP,
107095,100131,Portuguese league cup winner,,17/18,336.0,Sporting CP,
107096,100131,Torneio Internacional Algarve U17,,2009,23137.0,Portugal U17,
107097,1001531,Winner South American Games,,21/22,22982.0,Paraguay U20,
107098,1001531,Paraguayan Champion Apertura,,2023,9875.0,Club Libertad Asunción,
107099,1001531,Paraguayan Champion Apertura,,2022,9875.0,Club Libertad Asunción,
107100,1001531,Paraguayan Champion Clausura,,2023,9875.0,Club Libertad Asunción,
107101,1001839,Scottish Second League Champion,,24/25,1191.0,Falkirk FC,
107102,1002127,Canadian Champion,,24/25,79097.0,Atlético Ottawa,
107103,1002223,MLS Next Pro Cup Champion,,24/25,39815.0,New York Red Bulls II,
107104,1002283,Canadian Cup Winner,,2024,6321.0,Vancouver Whitecaps FC,
107105,1002288,Copa São Paulo de Juniores winner,,2022,14807.0,SE Palmeiras São Paulo U20,
107106,1003546,Danish champion,,23/24,865.0,FC Midtjylland,
107107,1003546,Danish Youth Champion,,2024,9054.0,FC Midtjylland U19,
107108,1003546,Danish Youth Champion,,2023,9054.0,FC Midtjylland U19,
107109,1003912,Chilean Super Cup Winner,,24/25,1037.0,Club Universidad de Chile,
107110,100379,Colombian Champion,,24/25,11648.0,Independiente Santa Fe,
107111,100379,Colombian Cup winner,,19/20,10093.0,Independiente Medellín,
107112,100379,Colombian Cup winner,,18/19,10093.0,Independiente Medellín,
107113,100379,Colombian Super Cup winner,,25/26,11648.0,Independiente Santa Fe,
107114,100379,Under-20 South American Championship winner,,2013,28266.0,Colombia U20,
107115,1004062,Danish champion,,25/26,678.0,Aarhus GF,
107116,1004327,English 2nd tier champion,,25/26,990.0,Coventry City,
107117,1004299,Canadian Champion,,21/22,68029.0,Forge FC,
107118,1004486,French Youth Cup winner,,21/22,7813.0,Olympique Lyon U19,
107119,1004619,French U19 champion,,22/23,10851.0,FC Nantes U19,
107120,1004708,Conference League winner,,24/25,631.0,Chelsea FC,
107121,1004708,FIFA Club World Cup winner,,2025,631.0,Chelsea FC,
107122,1004681,Portuguese league cup winner,,25/26,2420.0,Vitória Guimarães SC,
107123,1004725,Portuguese champion,,25/26,720.0,FC Porto,
107124,1004725,Winner Supercopa do Brasil,,2024,585.0,São Paulo Futebol Clube,
107125,1004737,Copa Libertadores winner,,22/23,2462.0,Fluminense Football Club,
107126,1004737,Premier League Cup-Winner,,24/25,33727.0,Queens Park Rangers U21,
107127,1004739,Copa São Paulo de Juniores winner,,2024,14876.0,SC Corinthians U20,
107128,1004739,Campeão Paulista,,24/25,199.0,Sport Club Corinthians Paulista,
107129,1004741,Russian champion,,2026,964.0,Zenit St. Petersburg,
107130,1004741,Russian champion,,2024,964.0,Zenit St. Petersburg,
107131,1004741,Russian cup winner,,2024,964.0,Zenit St. Petersburg,
107132,1004741,Russian Super Cup winner,,26/27,964.0,Zenit St. Petersburg,
107133,1004741,Russian Super Cup winner,,24/25,964.0,Zenit St. Petersburg,
107134,1004741,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107135,1004741,Under-20 South American Championship winner,,2023,7658.0,Brazil U20,
107136,1004834,Belgian Super Cup Winner,,23/24,1096.0,Royal Antwerp FC,
107137,1005165,Under-20 South American Championship winner,,2023,7658.0,Brazil U20,
107138,1005240,French cup winner,,22/23,415.0,FC Toulouse,
107139,1005240,European Under-17 champion,,2022,10831.0,France U17,
107140,1005575,Under-17 South American Championship winner,,2023,23130.0,Brazil U17,
107141,1005575,U21 Premier League champion,,24/25,9265.0,Manchester City U21,
107142,1005583,Europa League winner,,25/26,405.0,Aston Villa,
107143,1005650,Brazilian cup winner,,2025,199.0,Sport Club Corinthians Paulista,
107144,1005650,Winner Supercopa do Brasil,,2026,199.0,Sport Club Corinthians Paulista,
107145,1005650,Copa São Paulo de Juniores winner,,2024,14876.0,SC Corinthians U20,
107146,1005650,Campeão Paulista,,24/25,199.0,Sport Club Corinthians Paulista,
107147,1005653,Brazilian cup winner,,2025,199.0,Sport Club Corinthians Paulista,
107148,1005653,Winner Supercopa do Brasil,,2026,199.0,Sport Club Corinthians Paulista,
107149,1005656,Brazilian cup winner,,2025,199.0,Sport Club Corinthians Paulista,
107150,1005656,Winner Supercopa do Brasil,,2026,199.0,Sport Club Corinthians Paulista,
107151,1005656,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107152,1005656,Copa São Paulo de Juniores winner,,2024,14876.0,SC Corinthians U20,
107153,1005969,Campeón Supercopa Ecuador,,24/25,9855.0,LDU Quito,
107154,1006058,Colombian 2nd tier champion,,25/26,7136.0,Envigado FC,
107155,1006077,CONCACAF Champions League winner,,24/25,3711.0,CD Cruz Azul,
107156,1006077,Winner CONCACAF U17-Championship,,22/23,23134.0,Mexico U17,
107157,1006250,Campeón Primera Nacional,,21/22,2417.0,Club Atlético Belgrano,
107158,1006411,Conference League winner,,25/26,873.0,Crystal Palace,
107159,1006609,MLS Next Pro Cup Champion,,24/25,39815.0,New York Red Bulls II,
107160,1006612,Supporters' Shield Winner,,24/25,25467.0,Philadelphia Union,
107161,1007378,Spanish cup winner,,25/26,681.0,Real Sociedad,
107162,1007378,Saudi Arabian champion,,25/26,18544.0,Al-Nassr FC,
107163,1007378,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107164,1007381,MLS Cup Champion,,23/24,1061.0,Los Angeles Galaxy,
107165,1007387,MLS Cup Champion,,24/25,69261.0,Inter Miami CF,
107166,1007720,OFC Nations Cup winner,,23/24,9171.0,New Zealand,
107167,1008456,MLS Cup Champion,,24/25,69261.0,Inter Miami CF,
107168,1008456,Supporters' Shield Winner,,23/24,69261.0,Inter Miami CF,
107169,1008564,Dutch Cup winner,,25/26,1090.0,AZ Alkmaar,
107170,1009030,Brazilian cup winner,,2024,614.0,CR Flamengo,
107171,1009030,Winner Supercopa do Brasil,,2025,614.0,CR Flamengo,
107172,1009030,U20 Copa Libertadores winner,,23/24,15002.0,CR Flamengo U20,
107173,1009030,Under-17 South American Championship winner,,2023,23130.0,Brazil U17,
107174,1009030,U20 Intercontinental Cup Winner,,24/25,15002.0,CR Flamengo U20,
107175,1009030,Campeão Carioca,,24/25,614.0,CR Flamengo,
107176,1009030,Campeão Carioca,,23/24,614.0,CR Flamengo,
107177,1009438,German Under-19 cup winner,,25/26,2517.0,VfB Stuttgart U19,
107178,1009438,Torneio Internacional Algarve U17,,2024,17662.0,Germany U17,
107179,1009439,German cup winner,,25/26,27.0,Bayern Munich,
107180,1009439,Torneio Internacional Algarve U17,,2024,17662.0,Germany U17,
107181,1009441,German Champion,,25/26,27.0,Bayern Munich,
107182,1009463,Torneio Internacional Algarve U17,,2024,17662.0,Germany U17,
107183,1009596,French U19 champion,,21/22,10851.0,FC Nantes U19,
107184,1009732,Supporters' Shield Winner,,24/25,25467.0,Philadelphia Union,
107185,100986,French champion,,19/20,583.0,Paris Saint-Germain,
107186,100986,French champion,,18/19,583.0,Paris Saint-Germain,
107187,100986,French champion,,17/18,583.0,Paris Saint-Germain,
107188,100986,German cup winner,,20/21,16.0,Borussia Dortmund,
107189,100986,French cup winner,,19/20,583.0,Paris Saint-Germain,
107190,100986,French cup winner,,17/18,583.0,Paris Saint-Germain,
107191,100986,French cup winner,,16/17,583.0,Paris Saint-Germain,
107192,100986,French league cup winner,,19/20,583.0,Paris Saint-Germain,
107193,100986,French league cup winner,,17/18,583.0,Paris Saint-Germain,
107194,100986,French league cup winner,,16/17,583.0,Paris Saint-Germain,
107195,100986,Belgian champion,,15/16,2282.0,Club Brugge KV,
107196,100986,Belgian cup winner,,2015,2282.0,Club Brugge KV,
107197,100986,French Super Cup winner,,19/20,583.0,Paris Saint-Germain,
107198,100986,French Super Cup winner,,17/18,583.0,Paris Saint-Germain,
107199,100986,French Super Cup winner,,16/17,583.0,Paris Saint-Germain,
107200,1010277,Swedish champion,,2025,2719.0,Mjällby AIF,
107201,1010277,Swedish cup winner,,2026,2719.0,Mjällby AIF,
107202,1010296,MLS Next Pro Cup Champion,,22/23,104630.0,Austin FC II,
107203,101031,Cypriot champions,,18/19,2784.0,APOEL Nicosia,
107204,101031,Campeón Copa Ecuador,,24/25,17584.0,CD Universidad Católica,
107205,1010300,Top goal scorer,,23/24,,,CONCACAF U-20 Championship
107206,1010854,Conference League winner,,24/25,631.0,Chelsea FC,
107207,1011147,Europa League winner,,24/25,148.0,Tottenham Hotspur,
107208,101118,Uefa Supercup winner,,10/11,13.0,Atlético de Madrid,
107209,101118,Europa League winner,,11/12,13.0,Atlético de Madrid,
107210,101118,Europa League winner,,09/10,13.0,Atlético de Madrid,
107211,101118,English FA Cup winner,,2013,1071.0,Wigan Athletic,
107212,101118,Spanish cup winner,,21/22,150.0,Real Betis Balompié,
107213,101118,Spanish cup winner,,12/13,13.0,Atlético de Madrid,
107214,101118,Saudi Arabian 2nd tier champion,,23/24,26069.0,Al-Qadsiah FC,
107215,101118,European Under-21 champion,,2013,9567.0,Spain U21,
107216,1011738,English Youth League winner (U18),,23/24,5242.0,Manchester United U18,
107217,1011469,Top goal scorer,,22/23,,,2023 Africa U-23 Cup of Nations
107218,1011936,Belgian champion,,25/26,2282.0,Club Brugge KV,
107219,1012421,Serbia U17 Champion,,22/23,66822.0,FK Partizan Belgrade U17,
107220,1012174,Top goal scorer,,23/24,,,U20 Copa Libertadores
107221,1012174,Brazilian champion,,2025,614.0,CR Flamengo,
107222,1012174,Brazilian cup winner,,2024,614.0,CR Flamengo,
107223,1012174,Brazilian cup winner,,2022,614.0,CR Flamengo,
107224,1012174,U20 Copa Libertadores winner,,24/25,15002.0,CR Flamengo U20,
107225,1012174,U20 Copa Libertadores winner,,23/24,15002.0,CR Flamengo U20,
107226,1012174,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107227,1012174,U20 Intercontinental Cup Winner,,24/25,15002.0,CR Flamengo U20,
107228,1012174,U20 Intercontinental Cup Winner,,23/24,15002.0,CR Flamengo U20,
107229,1012174,Under-17 Brazilian champion,,2021,97588.0,CR Flamengo U17,
107230,1012174,Campeão Carioca,,25/26,614.0,CR Flamengo,
107231,1012174,Campeão Carioca,,24/25,614.0,CR Flamengo,
107232,1012174,Campeão Carioca,,23/24,614.0,CR Flamengo,
107233,1012534,Dutch Cup winner,,23/24,234.0,Feyenoord Rotterdam,
107234,1012731,Italian Youth champion (Primavera),,25/26,8505.0,Fiorentina Primavera,
107235,1012731,Coppa Italia Primavera winner,,23/24,8505.0,Fiorentina Primavera,
107236,1012564,Top goal scorer,,24/25,,,Copa do Brasil
107237,1012564,Top goal scorer,,22/23,,,U-17 South American Championship
107238,1012564,Under-17 South American Championship winner,,2023,23130.0,Brazil U17,
107239,1012564,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107240,1013474,MLS Next Pro Cup Champion,,23/24,71021.0,North Texas SC,
107241,1013991,Finnish cup winner,,2025,1008.0,HJK Helsinki,
107242,1015245,Norwegian champion,,2024,501.0,FK Bodø/Glimt,
107243,1015245,Norwegian champion,,2023,501.0,FK Bodø/Glimt,
107244,1015245,Norwegian cup winner,,2026,501.0,FK Bodø/Glimt,
107245,1015336,Finnish cup winner,,2025,1008.0,HJK Helsinki,
107246,1015624,Colombian Champion,,21/22,8172.0,Atlético Nacional,
107247,1015624,Colombian Cup winner,,22/23,8172.0,Atlético Nacional,
107248,1015624,Colombian Super Cup winner,,22/23,8172.0,Atlético Nacional,
107249,1015811,Swiss U19 Cup winner,,23/24,110603.0,FC Luzern U19,
107250,1015822,UEFA Youth League Winner,,24/25,41584.0,FC Barcelona UEFA U19,
107251,1015822,Italian Youth champion (Primavera),,25/26,8505.0,Fiorentina Primavera,
107252,1015823,Swiss champion,,24/25,26.0,FC Basel 1893,
107253,1015823,Swiss cup winner,,24/25,26.0,FC Basel 1893,
107254,1015823,Swiss U19-Champion,,23/24,110149.0,FC Basel 1893 U19,
107255,1015824,Swiss U17-Champion,,23/24,33982.0,FC Zürich U17,
107256,1016253,Turkish champion,,24/25,141.0,Galatasaray,
107257,1016253,Turkish champion,,23/24,141.0,Galatasaray,
107258,1016253,Turkish cup winner,,24/25,141.0,Galatasaray,
107259,1016309,Danish Youth Champion,,2025,9054.0,FC Midtjylland U19,
107260,1016309,Danish Youth Champion,,2024,9054.0,FC Midtjylland U19,
107261,1016309,Danish Youth Champion,,2023,9054.0,FC Midtjylland U19,
107262,1016314,Swedish cup winner,,2024,496.0,Malmö FF,
107263,1016556,Conference League winner,,24/25,631.0,Chelsea FC,
107264,1016857,Scottish league cup winner,,25/26,465.0,St. Mirren FC,
107265,1016857,Caribbean Club Championship Winner,,24/25,39197.0,Cavalier FC,
107266,1016857,Jamaican Champion,,24/25,39197.0,Cavalier FC,
107267,1016857,Jamaican Champion,,23/24,39197.0,Cavalier FC,
107268,1017247,Danish Youth Champion,,2025,9054.0,FC Midtjylland U19,
107269,1017247,Danish Youth Champion,,2024,9054.0,FC Midtjylland U19,
107270,1017261,Top goal scorer,,23/24,,,UEFA Youth League
107271,1017261,Top goal scorer,,23/24,,,U19 Boys League
107272,1017261,Danish champion,,24/25,190.0,FC Copenhagen,
107273,1017261,Danish Cup Winner,,24/25,190.0,FC Copenhagen,
107274,1017261,Danish Youth Champion,,2022,16104.0,FC Copenhagen U19,
107275,1017551,Turkish second tier champion,,22/23,152.0,Samsunspor,
107276,1018035,Finnish champion,,2024,6251.0,Kuopion Palloseura,
107277,1018035,Finnish cup winner,,2024,6251.0,Kuopion Palloseura,
107278,1018259,Top goal scorer,,21/22,,,OBOS-ligaen
107279,1018259,TM-Player of the season,,2023,,,
107280,1018043,Italian Youth champion (U18),,24/25,75900.0,Torino Under 18,
107281,1018938,Spanish cup winner,,25/26,681.0,Real Sociedad,
107282,1018938,Torneio Internacional Algarve U17,,2023,12395.0,Spain U17,
107283,1018920,Spanish champion,,25/26,131.0,FC Barcelona,
107284,1018920,Spanish champion,,24/25,131.0,FC Barcelona,
107285,1018920,Spanish Super Cup winner,,25/26,131.0,FC Barcelona,
107286,1019485,Mexican Clausura champion,,23/24,3631.0,CF América,
107287,1019485,Mexican Champion Apertura,,24/25,3631.0,CF América,
107288,1019485,Mexican Champion Apertura,,23/24,3631.0,CF América,
107289,1019485,Campeones Cup Winner,,23/24,3631.0,CF América,
107290,1019928,MLS Next Pro Cup Champion,,24/25,39815.0,New York Red Bulls II,
107291,1019988,UAE Champion,,22/23,60529.0,Shabab Al-Ahli Club,
107292,102017,UEFA Best Player in Europe,,2021,631.0,Chelsea FC,
107293,102017,European champion,,2021,3376.0,Italy,
107294,102017,UEFA Champions League winner,,20/21,631.0,Chelsea FC,
107295,102017,Uefa Supercup winner,,21/22,631.0,Chelsea FC,
107296,102017,Europa League winner,,18/19,631.0,Chelsea FC,
107297,102017,FIFA Club World Cup winner,,2022,631.0,Chelsea FC,
107298,102017,Italian cup winner,,13/14,6195.0,SSC Napoli,
107299,102017,Italian Super Cup winner,,14/15,6195.0,SSC Napoli,
107300,102017,Derby of the Americas Champion,,24/25,614.0,CR Flamengo,
107301,102017,Challenger Cup Champion,,24/25,614.0,CR Flamengo,
107302,102017,Brazilian champion,,2025,614.0,CR Flamengo,
107303,102017,Copa Libertadores winner,,24/25,614.0,CR Flamengo,
107304,102017,Campeão Carioca,,25/26,614.0,CR Flamengo,
107305,1020191,French cup winner,,25/26,826.0,RC Lens,
107306,1020850,WAFF West Asian U18 Championship winner,,2024,28154.0,Saudi Arabia U19,
107307,1020852,Saudi Arabian champion,,25/26,18544.0,Al-Nassr FC,
107308,1020855,Saudi Cup Winner,,24/25,8023.0,Al-Ittihad Club,
107309,1020859,Saudi Super Cup Winner,,25/26,18487.0,Al-Ahli SFC,
107310,1020859,AFC Champions League winner,,25/26,18487.0,Al-Ahli SFC,
107311,1020859,AFC Champions League winner,,24/25,18487.0,Al-Ahli SFC,
107312,1021022,Russian U19 Champion,,23/24,11749.0,Lokomotiv Moscow II,
107313,102146,European Under-19 champion,,2011,12609.0,Spain U19,
107314,1021818,Hungarian champion,,24/25,279.0,Ferencvárosi TC,
107315,102226,Footballer of the Year,,2013,,,
107316,102226,German cup winner,,20/21,16.0,Borussia Dortmund,
107317,102226,German Super Cup winner,,19/20,16.0,Borussia Dortmund,
107318,102226,Dutch Cup winner,,22/23,383.0,PSV Eindhoven,
107319,1022383,Argentinian champion,,2022,189.0,CA Boca Juniors,
107320,1022383,Campeón Supercopa Argentina,,21/22,189.0,CA Boca Juniors,
107321,1022383,Winner Copa LPF Proyección Final,,20/21,14831.0,CA Boca Juniors II,
107322,1022383,Campeón Trofeo de campeones Proyección,,20/21,14831.0,CA Boca Juniors II,
107323,1022814,Supporters' Shield Winner,,24/25,25467.0,Philadelphia Union,
116258,288431,Brazilian champion,,2020,614.0,CR Flamengo,
107324,1023668,Chilean Cup Winner,,23/24,1037.0,Club Universidad de Chile,
107325,102423,Europa League winner,,09/10,13.0,Atlético de Madrid,
107326,102423,Spanish 2nd tier champion,,20/21,714.0,RCD Espanyol Barcelona,
107327,1024605,Campeão Gaúcho,,25/26,210.0,Grêmio Foot-Ball Porto Alegrense,
107328,1024605,Campeão Gaúcho,,23/24,210.0,Grêmio Foot-Ball Porto Alegrense,
107329,1025234,Saxony Cup winner,,22/23,497.0,1. FC Lokomotive Leipzig,
107330,102581,Russian champion,,2025,16704.0,FC Krasnodar,
107331,1025989,Bulgarian cup winner,,23/24,2531.0,Botev Plovdiv,
107332,1025989,German Under-19 cup winner,,24/25,2491.0,SV Werder Bremen U19,
107333,1026053,Colombian Champion,,25/26,11854.0,Junior FC,
107334,1026588,Danish second tier champion,,2025,173.0,Odense Boldklub,
107335,102699,Mexican Campeón de Campeones,,22/23,7055.0,Tigres UANL,
107336,102699,Mexican Super Cup Winner,,13/14,5623.0,Monarcas Morelia,
107337,102699,Mexican Cup winner Apertura,,13/14,5623.0,Monarcas Morelia,
107338,102699,Campeones Cup Winner,,22/23,7055.0,Tigres UANL,
107339,1027026,Copa São Paulo de Juniores winner,,2025,14708.0,São Paulo FC U20,
107340,1027444,Danish Youth Champion,,2026,16104.0,FC Copenhagen U19,
107341,1027708,Norwegian champion,,2025,239.0,Viking FK,
107342,1028162,French 2nd tier champion,,22/23,738.0,Le Havre AC,
107343,1029227,Brazilian cup winner,,2025,199.0,Sport Club Corinthians Paulista,
107344,1029227,Winner Supercopa do Brasil,,2026,199.0,Sport Club Corinthians Paulista,
107345,1029227,Under-20 South American Championship winner,,2025,7658.0,Brazil U20,
107346,1029227,Copa São Paulo de Juniores winner,,2024,14876.0,SC Corinthians U20,
107347,1029227,Campeão Paulista,,24/25,199.0,Sport Club Corinthians Paulista,
107348,1030003,Central American and Caribbean Games Winner,,22/23,48791.0,Mexico U22,
107349,1030663,East Asian Championship winner,,24/25,3435.0,Japan,
107350,1030933,Swedish champion,,2025,2719.0,Mjällby AIF,
107351,1030933,Swedish cup winner,,2026,2719.0,Mjällby AIF,
107352,1030739,Iranian cup winner,,23/24,4947.0,Sepahan FC,
107353,1031774,German cup winner,,24/25,79.0,VfB Stuttgart,
107354,1031774,European Under-17 champion,,2023,17662.0,Germany U17,
107355,1031798,Colombian Champion,,23/24,8172.0,Atlético Nacional,
107356,1031798,Colombian Cup winner,,24/25,8172.0,Atlético Nacional,
107357,1031798,Colombian Cup winner,,23/24,8172.0,Atlético Nacional,
107358,1031798,Colombian Cup winner,,22/23,8172.0,Atlético Nacional,
107359,1031798,Colombian Super Cup winner,,25/26,11648.0,Independiente Santa Fe,
107360,1031798,Colombian Super Cup winner,,24/25,8172.0,Atlético Nacional,
107361,1031802,Colombian Champion,,23/24,8172.0,Atlético Nacional,
107362,1031802,Colombian Cup winner,,23/24,8172.0,Atlético Nacional,
107363,1031802,Colombian Cup winner,,22/23,8172.0,Atlético Nacional,
107364,1031802,Colombian Super Cup winner,,24/25,8172.0,Atlético Nacional,
107365,1031802,Colombian Super Cup winner,,22/23,8172.0,Atlético Nacional,
107366,1032334,Saudi Arabian champion,,25/26,18544.0,Al-Nassr FC,
107367,103246,Top goal scorer,,14/15,,,Copa Sudamericana
107368,103246,Top goal scorer,,14/15,,,
107369,103246,Top goal scorer,,13/14,,,Copa Sudamericana
107370,103246,Brazilian cup winner,,2016,210.0,Grêmio Foot-Ball Porto Alegrense,
107371,103246,Copa Sudamericana winner,,08/09,9855.0,LDU Quito,
107372,103246,Copa Libertadores winner,,16/17,210.0,Grêmio Foot-Ball Porto Alegrense,
107373,103246,Recopa Sudamericana winner,,09/10,9855.0,LDU Quito,
107374,103246,Recopa Sudamericana winner,,08/09,9855.0,LDU Quito,
107375,103246,Ecuadorian champion,,2015,4561.0,CS Emelec,
107376,103246,Ecuadorian champion,,2014,4561.0,CS Emelec,
107377,103246,Ecuadorian champion,,2013,4561.0,CS Emelec,
107378,103246,Ecuadorian champion,,2010,9855.0,LDU Quito,
107379,103246,Ecuadorian 2nd tier champion,,24/25,25569.0,Guayaquil City FC,
107380,103253,Chilean champion,,2021,3277.0,CD Universidad Católica,
107381,103253,Chilean Super Cup Winner,,20/21,3277.0,CD Universidad Católica,
107382,103253,Chilean Super Cup Winner,,19/20,3277.0,CD Universidad Católica,
107383,103253,Chilean Cup Winner,,17/18,6536.0,CD Palestino,
107384,1033102,English FA Youth Cup winner,,23/24,6930.0,Manchester City U18,
107385,1033102,U21 Premier League champion,,24/25,9265.0,Manchester City U21,
107386,1033102,English Youth League winner (U18),,22/23,6930.0,Manchester City U18,
107387,103381,Top goal scorer,,22/23,,,Copa do Brasil
107388,103381,Portuguese champion,,19/20,720.0,FC Porto,
107389,103381,Portuguese champion,,17/18,720.0,FC Porto,
107390,103381,Portuguese cup winner,,2020,720.0,FC Porto,
107391,103381,Greek champion,,2022,683.0,Olympiacos Piraeus,
107392,103381,Brazilian champion,,2024,537.0,Botafogo de Futebol e Regatas,
107393,103381,Copa Libertadores winner,,23/24,537.0,Botafogo de Futebol e Regatas,
107394,103381,Portuguese Super Cup winner,,2019,720.0,FC Porto,
107395,103381,Campeão da Taça Rio,,23/24,537.0,Botafogo de Futebol e Regatas,
107396,103381,Campeão da Taça Rio,,22/23,537.0,Botafogo de Futebol e Regatas,
107397,103428,Danish second tier champion,,2025,173.0,Odense Boldklub,
107398,1034532,Danish second tier champion,,2024,5817.0,Sönderjyske Fodbold,
107399,103427,English Champion,,12/13,985.0,Manchester United,
107400,103427,English Champion,,10/11,985.0,Manchester United,
107401,103427,Europa League winner,,16/17,985.0,Manchester United,
107402,103427,Conference League winner,,21/22,12.0,AS Roma,
107403,103427,English FA Cup winner,,2016,985.0,Manchester United,
107404,103427,English League Cup winner,,2017,985.0,Manchester United,
107405,103427,English Super Cup winner,,13/14,985.0,Manchester United,
107406,103427,English Super Cup winner,,11/12,985.0,Manchester United,
107407,103427,English Super Cup winner,,10/11,985.0,Manchester United,
107408,103598,Top goal scorer,,24/25,,,OBOS-ligaen
107409,103598,Norwegian champion,,2013,2817.0,Strømsgodset IF,
107410,103598,Norwegian cup winner,,2025,353.0,Lillestrøm SK,
107411,103819,English League Cup winner,,2012,31.0,Liverpool FC,
107412,103819,Scottish champion,,09/10,124.0,Rangers FC,
107413,103819,Scottish Challenge Cup winner,,15/16,124.0,Rangers FC,
107414,103819,Scottish league cup winner,,09/10,124.0,Rangers FC,
107415,103819,Scottish Second League Champion,,15/16,124.0,Rangers FC,
107416,103819,Scottish Second League Champion,,14/15,43.0,Heart of Midlothian FC,
107417,1038342,Russian U17 Champion,,22/23,14308.0,Akademia Zenit St. Petersburg U17,
107418,1038821,Norwegian cup winner,,2024,3837.0,Fredrikstad FK,
107419,103916,Italian cup winner,,13/14,6195.0,SSC Napoli,
107420,103916,Italian Super Cup winner,,14/15,6195.0,SSC Napoli,
107421,103916,Brazilian cup winner,,2010,221.0,Santos FC,
107422,103916,Copa Libertadores winner,,10/11,221.0,Santos FC,
107423,103916,Recopa Sudamericana winner,,11/12,221.0,Santos FC,
107424,103916,Campeonato Brasileiro Série B Champioen,,21/22,609.0,Cruzeiro Esporte Clube,
107425,103916,Campeão Paulista,,11/12,221.0,Santos FC,
107426,103916,Campeão Paulista,,10/11,221.0,Santos FC,
107427,103916,Campeão Paulista,,09/10,221.0,Santos FC,
107428,103981,Danish champion,,11/12,2778.0,FC Nordsjaelland,
107429,103981,Danish Youth Champion,,2013,14355.0,FC Nordsjaelland U19,
107430,103981,Danish third tier champion,,2021,5733.0,Nyköbing FC,
107431,104006,Footballer of the Year,,2024,3277.0,CD Universidad Católica,
107432,104006,Top goal scorer,,24/25,,,Liga de Primera
107433,104006,Top goal scorer,,23/24,,,Liga de Primera
107434,104006,Top goal scorer,,22/23,,,Liga de Primera
107435,104006,Top goal scorer,,21/22,,,Liga de Primera
107436,104006,Top goal scorer,,20/21,,,Liga de Primera
107437,104006,Top goal scorer,,19/20,,,Liga de Primera
107438,104006,Top goal scorer,,14/15,,,Primera B Nacional
107439,104006,Top goal scorer,,13/14,,,Torneo Federal A
107440,104006,Chilean champion,,2021,3277.0,CD Universidad Católica,
107441,104006,Chilean champion,,2020,3277.0,CD Universidad Católica,
107442,104006,Chilean Super Cup Winner,,20/21,3277.0,CD Universidad Católica,
107443,104006,Chilean Super Cup Winner,,19/20,3277.0,CD Universidad Católica,
107444,104006,Argentinian Cup Winner,,17/18,1418.0,CA Rosario Central,
107445,1040825,Finnish league cup winner,,2026,8042.0,FC Inter Turku,
107446,1040825,Finnish league cup winner,,2025,8042.0,FC Inter Turku,
107447,1041475,Mexican Champion Apertura,,23/24,3631.0,CF América,
107448,1041532,Portuguese league cup winner,,23/24,1075.0,SC Braga,
107449,1041614,UEFA Champions League winner,,25/26,583.0,Paris Saint-Germain,
107450,1041614,French champion,,25/26,583.0,Paris Saint-Germain,
107451,1041614,Uefa Supercup winner,,25/26,583.0,Paris Saint-Germain,
107452,1041614,FIFA Intercontinental Cup Winner,,25/26,583.0,Paris Saint-Germain,
107453,1041614,Italian Supercoppa winner (Primavera),,23/24,11997.0,Roma U19,
107454,1041614,Italian Youth champion (U17),,22/23,49576.0,Roma Under 17,
107455,1041614,French Super Cup winner,,25/26,583.0,Paris Saint-Germain,
107456,1042472,Top goal scorer,,24/25,,,DFB-Pokal der Junioren
107457,1042472,German Under-19 cup winner,,24/25,2491.0,SV Werder Bremen U19,
