name,team,league,position,apps,minutes,us_goals,us_npg,us_assists,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_xg,us_npxg,us_xa,us_xg_chain,us_xg_buildup,xg90,npxg90,xa90,xg90_xa90,npxg90_xa90,xgchain90,xgbuildup90,season,row_id,norm_name,source
Vladislav Karapuzov,Nizhny Novgorod,Russian Premier League,M,2,113,0,0,0,0,1,0,0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0199,0.0199,0.0199,0.0199,0.0,2026/2027,9536,,
Stanislav Agkatsev,FC Krasnodar,Russian Premier League,GK,30,2700,0,0,0,0,0,2,0,0.0,0.0,0.0,4.7764,4.7764,0.0,0.0,0.0,0.0,0.0,0.1592,0.1592,2026/2027,9537,,
Daniil Odoevskiy,FC Rostov,Russian Premier League,S,1,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9538,,
Adolfo Gaich,Krylya Sovetov Samara,Russian Premier League,S,3,56,0,0,0,2,0,0,0,0.1145,0.1145,0.0,0.1145,0.0,0.184,0.184,0.0,0.184,0.184,0.184,0.0,2026/2027,9539,,
Stepan Oganesyan,FC Orenburg,Russian Premier League,D F M S,12,644,0,0,1,7,3,2,0,1.0502,1.0502,0.1655,2.3181,1.1024,0.1468,0.1468,0.0231,0.1699,0.1699,0.324,0.1541,2026/2027,9540,,
Vyacheslav Litvinov,PFC Sochi,Russian Premier League,D S,15,1301,0,0,0,5,5,5,0,0.3153,0.3153,0.1334,2.0026,1.7486,0.0218,0.0218,0.0092,0.031,0.031,0.1385,0.121,2026/2027,9541,,
Aleksandr Kutitskiy,Dinamo Moscow,Russian Premier League,D M S,12,436,0,0,0,4,1,3,0,0.1796,0.1796,0.0135,2.7134,2.5464,0.0371,0.0371,0.0028,0.0399,0.0399,0.5601,0.5256,2026/2027,9542,,
Andrey Langovich,FC Rostov,Russian Premier League,D M S,15,625,0,0,0,8,2,3,0,0.3695,0.3695,0.0484,0.5579,0.3213,0.0532,0.0532,0.007,0.0602,0.0602,0.0803,0.0463,2026/2027,9543,,
Tigran Avanesyan,FC Orenburg,Russian Premier League,M,4,306,0,0,0,7,0,2,0,0.1748,0.1748,0.0,0.5375,0.3985,0.0514,0.0514,0.0,0.0514,0.0514,0.1581,0.1172,2026/2027,9544,,
Ivan Kukushkin,Baltika,Russian Premier League,GK,4,360,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5097,0.5097,0.0,0.0,0.0,0.0,0.0,0.1274,0.1274,2026/2027,9545,,
Danila Khotulev,FC Orenburg,Russian Premier League,D S,24,1983,0,0,1,14,9,4,0,0.7609,0.7609,0.4484,4.0488,3.6413,0.0345,0.0345,0.0204,0.0549,0.0549,0.1838,0.1653,2026/2027,9546,,
Ivan Lomaev,PFC Sochi,Russian Premier League,GK,1,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.128,0.128,2026/2027,9547,,
Dmytro Ivanisenya,Krylya Sovetov Samara,Russian Premier League,M S,3,115,0,0,0,0,1,1,0,0.0,0.0,0.0189,0.0864,0.0864,0.0,0.0,0.0148,0.0148,0.0148,0.0676,0.0676,2026/2027,9548,,
Vladislav Sarveli,Lokomotiv Moscow,Russian Premier League,S,7,144,0,0,0,4,1,0,0,0.3754,0.3754,0.0396,0.8351,0.4201,0.2346,0.2346,0.0248,0.2594,0.2594,0.5219,0.2626,2026/2027,9549,,
Roman Ezhov,PFC Sochi,Russian Premier League,F M S,18,906,0,0,1,1,11,2,0,0.0573,0.0573,0.7227,1.2118,0.7054,0.0057,0.0057,0.0718,0.0775,0.0775,0.1204,0.0701,2026/2027,9550,,
Kirill Zinovich,Dynamo Makhachkala,Russian Premier League,M S,11,162,0,0,0,4,2,2,0,0.4372,0.4372,0.06,0.5223,0.107,0.2429,0.2429,0.0333,0.2762,0.2762,0.2902,0.0594,2026/2027,9551,,
Ricardo Mangas,Spartak Moscow,Russian Premier League,D,2,180,0,0,0,0,3,1,0,0.0,0.0,0.1619,0.7015,0.6042,0.0,0.0,0.0809,0.0809,0.0809,0.3508,0.3021,2026/2027,9552,,
Turpal-Ali Ibishev,FK Akhmat,Russian Premier League,D M S,22,1306,0,0,0,5,2,3,0,0.2432,0.2432,0.1225,0.8633,0.6349,0.0168,0.0168,0.0084,0.0252,0.0252,0.0595,0.0438,2026/2027,9553,,
Darko Todorovic,FK Akhmat,Russian Premier League,D S,6,383,0,0,0,2,6,1,1,0.0352,0.0352,0.3295,0.8011,0.537,0.0083,0.0083,0.0774,0.0857,0.0857,0.1882,0.1262,2026/2027,9554,,
Irakli Manelov,Baltika,Russian Premier League,D F S,16,537,0,0,0,13,5,2,1,0.3737,0.3737,0.2302,1.083,0.6543,0.0626,0.0626,0.0386,0.1012,0.1012,0.1815,0.1097,2026/2027,9555,,
Sergey Volkov,PFC Sochi,Russian Premier League,D M S,20,1416,0,0,1,9,4,3,0,0.5297,0.5297,0.2461,2.7582,2.1354,0.0337,0.0337,0.0156,0.0493,0.0493,0.1753,0.1357,2026/2027,9556,,
Danil Denisov,Spartak Moscow,Russian Premier League,D M S,29,2207,0,0,0,14,20,3,0,0.9602,0.9602,1.4994,7.4426,6.1995,0.0392,0.0392,0.0611,0.1003,0.1003,0.3035,0.2528,2026/2027,9557,,
Vladislav Shitov,Krylya Sovetov Samara,Russian Premier League,S,1,19,0,0,0,0,1,0,0,0.0,0.0,0.0649,0.0649,0.0,0.0,0.0,0.3074,0.3074,0.3074,0.3074,0.0,2026/2027,9558,,
Giovanni Gonz\u00e1lez,FC Krasnodar,Russian Premier League,D M S,24,1473,0,0,3,7,22,4,0,0.2237,0.2237,3.5385,7.411,4.5411,0.0137,0.0137,0.2162,0.2299,0.2299,0.4528,0.2775,2026/2027,9559,,
Viktor Aleksandrov,Nizhny Novgorod,Russian Premier League,D S,19,1307,0,0,0,7,0,7,0,0.3261,0.3261,0.0,0.6932,0.6408,0.0225,0.0225,0.0,0.0225,0.0225,0.0477,0.0441,2026/2027,9560,,
Vanja Drkusic,Zenit St. Petersburg,Russian Premier League,D S,28,1608,0,0,0,5,3,3,0,0.2822,0.2822,0.1672,2.8616,2.7591,0.0158,0.0158,0.0094,0.0252,0.0252,0.1602,0.1544,2026/2027,9561,,
Artem Makarchuk,PFC Sochi,Russian Premier League,D S,18,1076,0,0,1,4,17,3,0,0.0902,0.0902,0.8601,1.6607,1.1204,0.0075,0.0075,0.0719,0.0794,0.0794,0.1389,0.0937,2026/2027,9562,,
Marat Apshatsev,Rubin Kazan,Russian Premier League,F S,2,52,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9563,,
Egor Teslenko,Rubin Kazan,Russian Premier League,D,27,2403,0,0,0,20,10,8,0,1.0206,1.0206,0.7017,2.3333,2.0173,0.0382,0.0382,0.0263,0.0645,0.0645,0.0874,0.0756,2026/2027,9564,,
Aleksandr Kovalenko,PFC Sochi,Russian Premier League,F M S,24,1026,0,0,0,5,7,3,0,0.1722,0.1722,0.1776,2.6548,2.3887,0.0151,0.0151,0.0156,0.0307,0.0307,0.2329,0.2095,2026/2027,9565,,
Nathan Gassama,Baltika,Russian Premier League,D S,24,1791,0,0,3,9,14,6,0,0.3551,0.3551,1.1603,3.1205,2.3471,0.0178,0.0178,0.0583,0.0761,0.0761,0.1568,0.1179,2026/2027,9566,,
Kirill Stolbov,Krylya Sovetov Samara,Russian Premier League,M S,10,234,0,0,0,1,1,0,0,0.0975,0.0975,0.0268,0.2562,0.1587,0.0375,0.0375,0.0103,0.0478,0.0478,0.0985,0.061,2026/2027,9567,,
Nikita Ermakov,Nizhny Novgorod,Russian Premier League,M S,18,668,0,0,0,6,3,3,0,0.2918,0.2918,0.2252,1.1992,0.849,0.0393,0.0393,0.0303,0.0696,0.0696,0.1616,0.1144,2026/2027,9568,,
Vladimir Khubulov,Krylya Sovetov Samara,Russian Premier League,F S,5,182,0,0,0,1,1,3,0,0.0531,0.0531,0.0847,0.2595,0.2064,0.0263,0.0263,0.0419,0.0682,0.0682,0.1283,0.1021,2026/2027,9569,,
Mamadou Maiga,Nizhny Novgorod,Russian Premier League,D M S,11,643,0,0,0,2,3,2,1,0.1406,0.1406,0.1575,1.0447,0.934,0.0197,0.0197,0.022,0.0417,0.0417,0.1462,0.1307,2026/2027,9570,,
Ruslan Magal,PFC Sochi,Russian Premier League,D S,16,1092,0,0,2,4,8,1,0,0.0731,0.0731,0.7128,3.3221,3.2158,0.006,0.006,0.0587,0.0647,0.0647,0.2738,0.265,2026/2027,9571,,
Irakli Kvekveskiri,FC Orenburg,Russian Premier League,M S,24,1445,0,0,1,15,16,7,0,0.4487,0.4487,0.8929,4.2819,3.5821,0.0279,0.0279,0.0556,0.0835,0.0835,0.2667,0.2231,2026/2027,9572,,
Andrey Mendel,Baltika,Russian Premier League,M S,15,794,0,0,0,11,7,6,0,0.597,0.597,0.2277,2.0125,1.3041,0.0677,0.0677,0.0258,0.0935,0.0935,0.2281,0.1478,2026/2027,9573,,
Evgeni Morozov,Lokomotiv Moscow,Russian Premier League,D,18,1605,0,0,2,5,7,2,1,1.0096,1.0096,1.6303,3.5595,3.4955,0.0566,0.0566,0.0914,0.148,0.148,0.1996,0.196,2026/2027,9574,,
Mihajlo Banjac,Krylya Sovetov Samara,Russian Premier League,M S,28,1328,0,0,2,17,10,5,0,0.5276,0.5276,0.9554,4.307,3.4333,0.0358,0.0358,0.0647,0.1005,0.1005,0.2919,0.2327,2026/2027,9575,,
Roberto Fern\u00e1ndez,Dinamo Moscow,Russian Premier League,D S,12,846,0,0,0,6,3,3,0,0.7936,0.7936,0.0408,2.7029,2.1083,0.0844,0.0844,0.0043,0.0887,0.0887,0.2875,0.2243,2026/2027,9576,,
Yaroslav Mikhaylov,Zenit St. Petersburg,Russian Premier League,S,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9577,,
Egor Pogostnov,Lokomotiv Moscow,Russian Premier League,D S,6,340,0,0,0,4,0,4,0,0.2702,0.2702,0.0,0.4635,0.3381,0.0715,0.0715,0.0,0.0715,0.0715,0.1227,0.0895,2026/2027,9578,,
Lucas Vera,Lokomotiv Moscow,Russian Premier League,M S,10,252,0,0,0,2,2,0,0,0.057,0.057,0.0943,0.9971,0.9425,0.0204,0.0204,0.0337,0.0541,0.0541,0.3561,0.3366,2026/2027,9579,,
Srdjan Babic,Spartak Moscow,Russian Premier League,D S,10,594,0,0,0,5,0,0,0,0.1621,0.1621,0.0,1.6048,1.5839,0.0246,0.0246,0.0,0.0246,0.0246,0.2432,0.24,2026/2027,9580,,
Willyan,CSKA Moscow,Russian Premier League,D,2,180,0,0,0,3,1,1,0,0.1098,0.1098,0.0421,0.7622,0.7622,0.0549,0.0549,0.021,0.0759,0.0759,0.3811,0.3811,2026/2027,9581,,
Daniil Zorin,Spartak Moscow,Russian Premier League,S,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9582,,
Pavel Meleshin,PFC Sochi,Russian Premier League,S,4,30,0,0,0,1,0,0,0,0.0216,0.0216,0.0,0.0216,0.0,0.0648,0.0648,0.0,0.0648,0.0648,0.0648,0.0,2026/2027,9583,,
Daniel Shantaliy,FC Rostov,Russian Premier League,M S,11,365,0,0,0,2,2,0,0,0.4754,0.4754,0.0776,1.1513,0.6851,0.1172,0.1172,0.0191,0.1363,0.1363,0.2839,0.1689,2026/2027,9584,,
Jo\u00e3o Victor,CSKA Moscow,Russian Premier League,D S,19,1390,0,0,1,8,5,3,0,0.5137,0.5137,0.25,2.4288,2.3532,0.0333,0.0333,0.0162,0.0495,0.0495,0.1573,0.1524,2026/2027,9585,,
Alexis Duarte,Spartak Moscow,Russian Premier League,D S,6,475,0,0,0,1,0,0,0,0.4946,0.4946,0.0,1.4768,1.4768,0.0937,0.0937,0.0,0.0937,0.0937,0.2798,0.2798,2026/2027,9586,,
Milos Satara,FK Akhmat,Russian Premier League,S,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0073,0.0073,0.0,0.0,0.0,0.0,0.0,0.0164,0.0164,2026/2027,9587,,
Milan Majstorovic,Dinamo Moscow,Russian Premier League,D,2,106,0,0,0,1,0,0,0,0.0135,0.0135,0.0,0.0727,0.0592,0.0115,0.0115,0.0,0.0115,0.0115,0.0617,0.0503,2026/2027,9588,,
Ivan Lepskiy,Krylya Sovetov Samara,Russian Premier League,D S,16,1148,0,0,0,7,1,0,0,0.2123,0.2123,0.0109,1.6905,1.6539,0.0166,0.0166,0.0009,0.0175,0.0175,0.1325,0.1297,2026/2027,9589,,
Ivan Bober,Krylya Sovetov Samara,Russian Premier League,F,1,71,0,0,0,1,1,0,0,0.0218,0.0218,0.0121,0.0339,0.0,0.0276,0.0276,0.0153,0.0429,0.0429,0.043,0.0,2026/2027,9590,,
David Semenchuk,FC Rostov,Russian Premier League,D S,20,1314,0,0,0,4,5,2,0,0.3217,0.3217,0.122,1.5892,1.5005,0.022,0.022,0.0084,0.0304,0.0304,0.1088,0.1028,2026/2027,9591,,
Aleksey Baranovskiy,FC Orenburg,Russian Premier League,S,1,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0725,0.0725,2026/2027,9592,,
Maksim Shnaptsev,Nizhny Novgorod,Russian Premier League,D M S,23,1849,0,0,1,6,15,4,0,0.2136,0.2136,1.3512,3.2935,1.9154,0.0104,0.0104,0.0658,0.0762,0.0762,0.1603,0.0932,2026/2027,9593,,
Ugochukwu Iwu,Rubin Kazan,Russian Premier League,M,14,1255,0,0,3,12,8,3,0,0.2748,0.2748,0.6988,2.0324,1.55,0.0197,0.0197,0.0501,0.0698,0.0698,0.1457,0.1112,2026/2027,9594,,
Ilya Rozhkov,Rubin Kazan,Russian Premier League,D F M S,28,2195,0,0,2,12,14,4,0,0.6084,0.6084,0.843,4.4439,3.7025,0.0249,0.0249,0.0346,0.0595,0.0595,0.1822,0.1518,2026/2027,9595,,
Nikita Saltykov,Lokomotiv Moscow,Russian Premier League,M S,10,229,0,0,1,5,3,0,0,0.3177,0.3177,0.7827,1.9242,0.8238,0.1249,0.1249,0.3076,0.4325,0.4325,0.7562,0.3238,2026/2027,9596,,
German Ignatov,FC Rostov,Russian Premier League,D S,9,306,0,0,0,1,1,0,0,0.0394,0.0394,0.0321,0.2137,0.1743,0.0116,0.0116,0.0094,0.021,0.021,0.0629,0.0513,2026/2027,9597,,
Aleksandr Osipov,PFC Sochi,Russian Premier League,D S,6,192,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7248,0.7248,0.0,0.0,0.0,0.0,0.0,0.3397,0.3397,2026/2027,9598,,
Maksim Borisko,Baltika,Russian Premier League,GK,23,2070,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7861,0.7861,0.0,0.0,0.0,0.0,0.0,0.0342,0.0342,2026/2027,9599,,
Strahinja Erakovic,Zenit St. Petersburg,Russian Premier League,D S,12,635,0,0,0,1,0,1,0,0.0308,0.0308,0.0,1.1943,1.1943,0.0044,0.0044,0.0,0.0044,0.0044,0.1693,0.1693,2026/2027,9600,,
Aleksey Lysov,Krylya Sovetov Samara,Russian Premier League,S,2,46,0,0,0,1,0,0,0,0.0683,0.0683,0.0,0.0683,0.0,0.1336,0.1336,0.0,0.1336,0.1336,0.1336,0.0,2026/2027,9601,,
Andrey Ivlev,Nizhny Novgorod,Russian Premier League,M S,25,1397,0,0,0,9,14,6,0,0.8743,0.8743,0.654,2.2387,1.5908,0.0563,0.0563,0.0421,0.0984,0.0984,0.1442,0.1025,2026/2027,9602,,
Kurban Rasulov,Dinamo Moscow,Russian Premier League,GK,10,900,0,0,0,0,0,2,0,0.0,0.0,0.0,0.3426,0.3426,0.0,0.0,0.0,0.0,0.0,0.0343,0.0343,2026/2027,9603,,
Oleg Reabciuk,Spartak Moscow,Russian Premier League,D S,10,297,0,0,0,1,2,1,0,0.0203,0.0203,0.1331,0.5826,0.4291,0.0062,0.0062,0.0403,0.0465,0.0465,0.1765,0.13,2026/2027,9604,,
Luis Ch\u00e1vez,Dinamo Moscow,Russian Premier League,M S,4,158,0,0,0,3,0,0,0,0.0757,0.0757,0.0,0.0998,0.0892,0.0431,0.0431,0.0,0.0431,0.0431,0.0568,0.0508,2026/2027,9605,,
Ilya Kirsch,Nizhny Novgorod,Russian Premier League,D S,10,764,0,0,0,4,0,0,0,0.2428,0.2428,0.0,1.2891,1.2777,0.0286,0.0286,0.0,0.0286,0.0286,0.1519,0.1505,2026/2027,9606,,
Nikola Cumic,Rubin Kazan,Russian Premier League,F M S,7,157,0,0,0,2,2,1,0,0.5608,0.5608,0.1629,0.9164,0.2871,0.3215,0.3215,0.0934,0.4149,0.4149,0.5253,0.1646,2026/2027,9607,,
Nabil Aberdin,PFC Sochi,Russian Premier League,D M S,7,451,0,0,0,3,0,2,0,0.0801,0.0801,0.0,0.2509,0.2281,0.016,0.016,0.0,0.016,0.016,0.0501,0.0455,2026/2027,9608,,
Aleksandr Degtev,PFC Sochi,Russian Premier League,GK,18,1620,0,0,0,0,0,2,0,0.0,0.0,0.0,1.5046,1.5046,0.0,0.0,0.0,0.0,0.0,0.0836,0.0836,2026/2027,9609,,
Leon Zaydenzal,Dinamo Moscow,Russian Premier League,D S,9,450,0,0,0,3,2,1,0,0.0672,0.0672,0.1524,1.5271,1.5127,0.0134,0.0134,0.0305,0.0439,0.0439,0.3054,0.3025,2026/2027,9610,,
Matija Popovic,CSKA Moscow,Russian Premier League,F M S,13,448,0,0,1,13,4,1,0,0.8151,0.8151,0.561,1.3865,0.224,0.1637,0.1637,0.1127,0.2764,0.2764,0.2785,0.045,2026/2027,9611,,
Oumar Sako,FC Rostov,Russian Premier League,D S,22,1685,0,0,0,5,1,4,1,0.2536,0.2536,0.0094,1.0981,1.0783,0.0135,0.0135,0.0005,0.014,0.014,0.0587,0.0576,2026/2027,9612,,
Nader Ghandri,FK Akhmat,Russian Premier League,D S,17,1406,0,0,0,8,3,4,0,0.2158,0.2158,0.1498,1.8287,1.7899,0.0138,0.0138,0.0096,0.0234,0.0234,0.1171,0.1146,2026/2027,9613,,
Yahya Marovedov,FK Akhmat,Russian Premier League,S,1,68,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9614,,
Valeri Tsarukyan,Nizhny Novgorod,Russian Premier League,M S,4,104,0,0,0,1,2,0,0,0.0963,0.0963,0.0583,0.4256,0.271,0.0833,0.0833,0.0505,0.1338,0.1338,0.3683,0.2345,2026/2027,9615,,
Diego Luna,Baltika,Russian Premier League,S,1,7,0,0,0,1,0,0,0,0.0401,0.0401,0.0,0.0401,0.0,0.5156,0.5156,0.0,0.5156,0.5156,0.5156,0.0,2026/2027,9616,,
Sa\u00fal Guarirapa,PFC Sochi,Russian Premier League,F S,6,391,0,0,0,4,4,1,0,0.6486,0.6486,0.2357,1.0383,0.2269,0.1493,0.1493,0.0543,0.2036,0.2036,0.239,0.0522,2026/2027,9617,,
Yahya Attiat-Allah,PFC Sochi,Russian Premier League,D S,8,651,0,0,1,6,3,4,0,0.1854,0.1854,0.1153,0.3568,0.2845,0.0256,0.0256,0.0159,0.0415,0.0415,0.0493,0.0393,2026/2027,9618,,
Anton Shamonin,FC Rostov,Russian Premier League,S,13,65,0,0,0,5,2,0,0,0.4642,0.4642,0.1082,0.5558,0.1788,0.6427,0.6427,0.1498,0.7925,0.7925,0.7696,0.2476,2026/2027,9619,,
Makar Chirkov,PFC Sochi,Russian Premier League,S,2,33,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0237,0.0237,0.0,0.0,0.0,0.0,0.0,0.0646,0.0646,2026/2027,9620,,
Renat Golybin,FC Orenburg,Russian Premier League,M S,9,329,0,0,0,8,4,1,0,0.4933,0.4933,0.2792,1.1597,0.5397,0.1349,0.1349,0.0764,0.2113,0.2113,0.3172,0.1476,2026/2027,9621,,
Jo\u00e3o Escoval,Akron,Russian Premier League,D S,20,901,0,0,0,5,3,5,1,0.3551,0.3551,0.1125,0.9055,0.8577,0.0355,0.0355,0.0112,0.0467,0.0467,0.0904,0.0857,2026/2027,9622,,
Arseni Dmitriev,Akron,Russian Premier League,F S,7,91,0,0,0,1,2,0,0,0.0129,0.0129,0.0464,0.1487,0.1023,0.0128,0.0128,0.0459,0.0587,0.0587,0.1471,0.1012,2026/2027,9623,,
Viktor Okishor,Dinamo Moscow,Russian Premier League,M S,7,103,0,0,0,3,1,1,0,0.1474,0.1474,0.0245,0.2017,0.0298,0.1288,0.1288,0.0214,0.1502,0.1502,0.1762,0.026,2026/2027,9624,,
Rustam Yatimov,FC Rostov,Russian Premier League,GK,28,2520,0,0,0,2,0,5,0,0.214,0.214,0.0,1.6659,1.6659,0.0076,0.0076,0.0,0.0076,0.0076,0.0595,0.0595,2026/2027,9625,,
Hidajet Hankic,FC Rostov,Russian Premier League,GK,2,159,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0737,0.0737,0.0,0.0,0.0,0.0,0.0,0.0417,0.0417,2026/2027,9626,,
Ilya Zhbanov,FC Rostov,Russian Premier League,D S,6,316,0,0,1,1,4,0,0,0.0523,0.0523,0.2426,0.3738,0.1523,0.0149,0.0149,0.0691,0.084,0.084,0.1065,0.0434,2026/2027,9627,,
S\u00e9kou Ko\u00efta,CSKA Moscow,Russian Premier League,S,4,69,0,0,0,2,0,0,0,0.0416,0.0416,0.0,0.0416,0.0195,0.0543,0.0543,0.0,0.0543,0.0543,0.0543,0.0254,2026/2027,9628,,
Artem Shumanskiy,"CSKA Moscow,Krylya Sovetov Samara",Russian Premier League,F M S,19,617,0,0,0,14,4,1,0,0.6117,0.6117,0.3002,1.6578,1.1907,0.0892,0.0892,0.0438,0.133,0.133,0.2418,0.1737,2026/2027,9629,,
Saeid Saharkhizan,FC Orenburg,Russian Premier League,S,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9630,,
Artem Kasimov,FC Orenburg,Russian Premier League,D S,15,1058,0,0,1,3,3,5,0,0.0676,0.0676,0.5787,2.5468,2.5468,0.0058,0.0058,0.0492,0.055,0.055,0.2166,0.2166,2026/2027,9631,,
Egor Guziev,Spartak Moscow,Russian Premier League,S,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9632,,
Soslan Kagermazov,Dynamo Makhachkala,Russian Premier League,D M S,18,759,0,0,0,7,6,4,0,0.414,0.414,0.2027,2.4094,1.9081,0.0491,0.0491,0.024,0.0731,0.0731,0.2857,0.2263,2026/2027,9633,,
Mutalip Alibekov,Dynamo Makhachkala,Russian Premier League,D,17,1489,0,0,0,1,1,2,0,0.0143,0.0143,0.0154,0.9124,0.897,0.0009,0.0009,0.0009,0.0018,0.0018,0.0551,0.0542,2026/2027,9634,,
Valentin Paltsev,"Dynamo Makhachkala,FC Krasnodar",Russian Premier League,D S,24,1191,0,0,0,13,7,3,0,0.6768,0.6768,0.7461,3.7351,2.8727,0.0511,0.0511,0.0564,0.1075,0.1075,0.2822,0.2171,2026/2027,9635,,
Idar Shumakhov,Dynamo Makhachkala,Russian Premier League,D S,19,1489,0,0,1,6,2,2,0,0.1617,0.1617,0.5968,1.7157,1.4275,0.0098,0.0098,0.0361,0.0459,0.0459,0.1037,0.0863,2026/2027,9636,,
Aleksandr Sandrachuk,Dynamo Makhachkala,Russian Premier League,S,3,40,0,0,0,0,1,0,0,0.0,0.0,0.0228,0.0228,0.0,0.0,0.0,0.0513,0.0513,0.0513,0.0513,0.0,2026/2027,9637,,
Razhab Magomedov,Dynamo Makhachkala,Russian Premier League,F M S,14,468,0,0,0,3,2,0,0,0.4806,0.4806,0.0818,0.7968,0.2345,0.0924,0.0924,0.0157,0.1081,0.1081,0.1532,0.0451,2026/2027,9638,,
Nikita Glushkov,Dynamo Makhachkala,Russian Premier League,M,30,2649,0,0,1,13,11,3,0,1.2662,1.2662,0.9508,5.3441,3.7192,0.043,0.043,0.0323,0.0753,0.0753,0.1816,0.1264,2026/2027,9639,,
Temirkan Sundukov,Dynamo Makhachkala,Russian Premier League,D M S,29,2485,0,0,1,18,19,5,0,0.6535,0.6535,1.509,5.6847,4.0345,0.0237,0.0237,0.0547,0.0784,0.0784,0.2059,0.1461,2026/2027,9640,,
Abakar Gadzhiev,FK Akhmat,Russian Premier League,S,6,79,0,0,0,2,4,1,0,0.1096,0.1096,0.1784,0.2383,0.0157,0.1249,0.1249,0.2032,0.3281,0.3281,0.2715,0.0179,2026/2027,9641,,
Timur Magomedov,Dynamo Makhachkala,Russian Premier League,GK,13,1170,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1715,0.1715,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132,2026/2027,9642,,
Nikita Vasilyev,Rubin Kazan,Russian Premier League,M,1,57,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9643,,
Evgeni Staver,Rubin Kazan,Russian Premier League,GK,30,2700,0,0,0,0,0,0,0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0217,0.0217,2026/2027,9644,,
Shamil Gadzhiev,Dynamo Makhachkala,Russian Premier League,S,6,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026/2027,9645,,
Egor Smelov,"Dinamo Moscow,Nizhny Novgorod",Russian Premier League,F M S,16,945,0,0,2,12,17,2,0,0.6645,0.6645,1.4149,2.6489,1.0903,0.0633,0.0633,0.1348,0.1981,0.1981,0.2523,0.1038,2026/2027,9646,,
Dani Fern\u00e1ndez,Krylya Sovetov Samara,Russian Premier League,D M S,6,333,0,0,0,4,2,0,0,0.4658,0.4658,0.041,0.6794,0.1726,0.1259,0.1259,0.0111,0.137,0.137,0.1836,0.0466,2026/2027,9647,,
Edgardo Fari\u00f1a,Nizhny Novgorod,Russian Premier League,D S,14,1093,0,0,0,7,2,4,0,0.1919,0.1919,0.1605,1.2707,1.217,0.0158,0.0158,0.0132,0.029,0.029,0.1046,0.1002,2026/2027,9648,,
Jan Dapo,Dynamo Makhachkala,Russian Premier League,D S,7,448,0,0,0,6,0,1,0,0.3489,0.3489,0.0,0.2633,0.0093,0.0701,0.0701,0.0,0.0701,0.0701,0.0529,0.0019,2026/2027,9649,,
Abdulpasha Dzhabrailov,Dynamo Makhachkala,Russian Premier League,M S,17,418,0,0,0,4,1,3,0,0.5944,0.5944,0.0565,0.6699,0.1842,0.128,0.128,0.0122,0.1402,0.1402,0.1442,0.0397,2026/2027,9650,,
Amine Talal,FK Akhmat,Russian Premier League,M S,2,76,0,0,0,2,2,0,0,0.0695,0.0695,0.1566,0.2414,0.0856,0.0823,0.0823,0.1854,0.2677,0.2677,0.2859,0.1014,2026/2027,9651,,
Dominik Oroz,Krylya Sovetov Samara,Russian Premier League,D S,21,1728,0,0,0,10,4,4,0,0.3034,0.3034,0.6574,2.3663,2.0405,0.0158,0.0158,0.0342,0.05,0.05,0.1232,0.1063,2026/2027,9652,,
Enri Mukba,Rubin Kazan,Russian Premier League,S,1,1,0,0,0,1,1,0,0,0.0878,0.0878,0.0185,0.0878,0.0,7.902,7.902,1.665,9.567,9.567,7.902,0.0,2026/2027,9653,,
