row_id,name,league,apps,minutes,team_id,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,atk_conversion_pct,atk_xg_per_shot,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_ground_duels_pct,def_aerial_duels_total,def_aerial_duels_won,def_aerial_duels_pct,pass_total,pass_accuracy_pct,pass_open_play_total,pass_open_play_pct,pass_final_third,pass_crosses,pass_long_total,pass_long_successful,pass_long_pct,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_avg_distance_m,carry_prog_distance_m,carry_prog_avg_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_save_pct,gk_xgot_conceded,gk_goals_prevented,gk_goals_prevented_rate,norm_name,source,season
178620961600202,"Sander Berge","Premier League",35,2911,hzqh7z0mdl3v7gwete66syxp,0,1.54,-1.54,15,3,0.0,0.1,57,25,133,15,50,158,80,50.6,81,50,61.7,1729,89.8,350,84.6,1553,296,13,3,23.1,3,500,235,5391.2,10.8,2306.4,9.8,3,0,5,1,,,,,,,,,2025/2026
178620961600203,"Adam Wharton","Premier League",34,2562,1c8m2ko0wxq1asfkuykurdr0y,1,1.52,-0.52,32,6,3.12,0.05,70,27,165,3,42,233,116,49.8,55,24,43.6,1232,79.3,414,67.4,977,279,34,12,35.3,21,273,148,2658.3,9.7,1540.3,10.4,3,0,10,2,,,,,,,,,2025/2026
178620961600204,"Marcos Senesi","Premier League",37,3290,1pse9ta7a45pi2w2grjim70ge,0,1.52,-1.52,17,5,0.0,0.09,62,56,154,47,253,182,104,57.1,192,92,47.9,2319,77.7,621,53.1,1801,330,26,8,30.8,14,593,388,5919.2,10.0,4123.0,10.6,1,0,6,3,,,,,,,,,2025/2026
178620961600205,"Ross Barkley","Premier League",21,852,b496gs285it6bheuikox6z9mj,3,1.51,1.49,18,8,16.67,0.08,14,2,45,3,10,76,36,47.4,30,14,46.7,407,87.7,142,85.2,357,121,0,0,0.0,4,120,57,1485.6,12.4,668.4,11.7,4,0,2,0,,,,,,,,,2025/2026
178620961600206,"Mason Mount","Premier League",23,1018,6eqit8ye8aomdsrrq0hk3v7gh,3,1.5,1.5,19,5,15.79,0.08,24,9,60,1,9,94,43,45.7,21,7,33.3,429,81.6,180,81.1,350,146,13,0,0.0,7,81,41,844.1,10.4,391.3,9.5,3,0,2,0,,,,,,,,,2025/2026
178620961600207,"Federico Chiesa","Premier League",26,318,c8h9bw1l82s06h77xxrelzhur,2,1.5,0.5,17,5,11.76,0.09,8,4,9,1,7,46,17,37.0,8,3,37.5,113,71.7,62,67.7,81,42,17,0,0.0,1,47,32,546.8,11.6,375.5,11.7,5,0,1,0,,,,,,,,,2025/2026
178620961600208,"Marcus Edwards","Premier League",23,1064,64bxxwu2mv2qqlv0monbkj1om,1,1.49,-0.49,23,6,4.35,0.06,11,2,50,0,4,117,43,36.8,10,2,20.0,338,82.5,170,78.2,279,133,19,5,26.3,3,185,96,2249.1,12.2,1046.5,10.9,8,0,7,1,,,,,,,,,2025/2026
178620961600209,"Jaydee Canvot","Premier League",20,1334,1c8m2ko0wxq1asfkuykurdr0y,0,1.48,-1.48,7,1,0.0,0.21,39,12,54,13,103,85,48,56.5,56,37,66.1,765,88.2,150,79.3,675,119,5,0,0.0,1,155,100,1768.3,11.4,1182.4,11.8,0,0,1,0,,,,,,,,,2025/2026
178620961600210,"Oscar Bobb","Premier League",23,1037,hzqh7z0mdl3v7gwete66syxp,0,1.48,-1.48,12,3,0.0,0.12,21,9,42,0,3,121,65,53.7,13,6,46.2,401,85.8,195,84.1,344,164,9,3,33.3,2,121,68,1444.8,11.9,808.4,11.9,4,0,8,1,,,,,,,,,2025/2026
178620961600211,"Archie Gray","Premier League",24,1479,22doj4sgsocqpxw45h607udje,2,1.48,0.52,11,5,18.18,0.13,11,17,57,4,44,59,20,33.9,25,9,36.0,539,83.1,149,72.5,448,108,12,4,33.3,2,148,73,1679.6,11.3,724.8,9.9,1,0,3,2,,,,,,,,,2025/2026
178620961600212,"Joachim Andersen","Premier League",33,2877,hzqh7z0mdl3v7gwete66syxp,0,1.48,-1.48,16,4,0.0,0.09,45,36,114,19,229,113,62,54.9,110,79,71.8,2275,86.1,386,58.8,1958,227,15,4,26.7,0,556,335,5811.4,10.5,3301.1,9.9,1,0,1,1,,,,,,,,,2025/2026
178620961600213,"Nicolás Domínguez","Premier League",27,1175,1qtaiy11gswx327s0vkibf70n,1,1.47,-0.47,18,5,5.56,0.08,56,7,58,5,17,122,73,59.8,34,13,38.2,535,85.2,155,80.0,456,124,11,4,36.4,2,115,54,1202.9,10.5,595.1,11.0,0,0,2,0,,,,,,,,,2025/2026
178620961600214,"Matthijs de Ligt","Premier League",13,1170,6eqit8ye8aomdsrrq0hk3v7gh,1,1.46,-0.46,11,3,9.09,0.13,19,15,40,6,68,37,24,64.9,81,50,61.7,612,87.8,59,59.3,537,35,5,4,80.0,2,110,47,890.9,8.1,340.4,7.2,1,0,1,0,,,,,,,,,2025/2026
178620961600215,"Pascal Groß","Premier League",19,1636,e5p0ehyguld7egzhiedpdnc3w,1,1.45,-0.45,18,9,5.56,0.08,29,12,76,4,24,101,48,47.5,30,13,43.3,1073,85.9,364,73.6,922,268,56,21,37.5,2,257,135,2497.9,9.7,1299.5,9.6,0,0,10,2,,,,,,,,,2025/2026
178620961600216,"Moisés Caicedo","Premier League",33,2802,9q0arba2kbnywth8bkxlhgmdr,3,1.44,1.56,27,7,11.11,0.05,87,59,177,15,28,265,157,59.2,44,15,34.1,2053,91.7,482,81.7,1883,394,7,2,28.6,12,388,179,3680.4,9.5,1642.2,9.2,7,1,3,0,,,,,,,,,2025/2026
178620962905991,"Rio Robbemond","Conference League",1,27,3kfktv64h7kg7zryax1wktr5r,0,0.0,0.0,0,0,0.0,0.0,3,1,4,0,0,4,4,100.0,1,0,0.0,21,81.0,6,83.3,17,5,0,0,0.0,1,7,3,62.6,8.9,17.9,6.0,0,0,0,0,,,,,,,,,2025/2026
178620961600217,"Trevoh Chalobah","Premier League",34,2782,9q0arba2kbnywth8bkxlhgmdr,3,1.43,1.57,16,5,18.75,0.09,35,35,119,16,178,94,59,62.8,135,75,55.6,2283,93.0,241,75.9,2124,183,5,1,20.0,4,343,176,3165.5,9.2,1534.9,8.7,1,0,0,0,,,,,,,,,2025/2026
178620961600218,"Timothy Castagne","Premier League",30,1842,hzqh7z0mdl3v7gwete66syxp,0,1.42,-1.42,14,6,0.0,0.1,40,31,56,9,65,82,54,65.9,59,27,45.8,796,86.3,195,81.0,687,158,48,15,31.3,0,152,92,1662.4,10.9,978.6,10.6,0,0,2,0,,,,,,,,,2025/2026
178620961600219,"Noah Sadiki","Premier League",33,2894,1r3545b2dzan8yqa80gtmcjch,0,1.41,-1.41,18,5,0.0,0.08,46,34,114,10,44,200,112,56.0,30,11,36.7,1106,85.3,304,74.7,944,227,21,4,19.1,4,336,177,3637.3,10.8,1693.9,9.6,4,0,7,0,,,,,,,,,2025/2026
178620961600220,"Joe Rodon","Premier League",35,2953,48gk2hpqtsl6p9sx9kjhaydq4,2,1.41,0.59,18,7,11.11,0.08,37,29,85,22,185,86,55,64.0,166,85,51.2,1450,87.4,200,65.0,1267,130,6,3,50.0,0,257,136,2613.6,10.2,1504.5,11.1,0,0,1,0,,,,,,,,,2025/2026
178620961600221,"Lucas Bergvall","Premier League",23,966,22doj4sgsocqpxw45h607udje,1,1.4,-0.4,12,5,8.33,0.12,22,2,39,2,13,93,44,47.3,19,5,26.3,305,81.6,121,71.1,249,86,20,3,15.0,3,119,54,1490.6,12.5,649.8,12.0,0,0,3,1,,,,,,,,,2025/2026
178620961600222,"Leny Yoro","Premier League",32,1739,6eqit8ye8aomdsrrq0hk3v7gh,0,1.39,-1.39,9,3,0.0,0.15,32,31,73,11,85,70,39,55.7,78,44,56.4,987,88.5,171,77.2,873,132,3,1,33.3,1,235,136,2682.6,11.4,1607.4,11.8,0,0,0,0,,,,,,,,,2025/2026
178620961600223,"Dwight McNeil","Premier League",22,1168,ehd2iemqmschhj2ec0vayztzz,0,1.39,-1.39,24,5,0.0,0.06,23,10,62,3,13,85,37,43.5,18,7,38.9,324,81.5,129,72.1,264,93,28,5,17.9,4,120,44,1294.7,10.8,233.1,5.3,5,0,3,0,,,,,,,,,2025/2026
178620961600224,"Jacob Bruun Larsen","Premier League",28,1023,64bxxwu2mv2qqlv0monbkj1om,0,1.38,-1.38,17,4,0.0,0.08,12,6,31,1,13,64,22,34.4,28,11,39.3,292,81.5,138,77.5,238,107,24,5,20.8,2,105,56,1188.3,11.3,636.0,11.4,2,0,3,0,,,,,,,,,2025/2026
178620961600225,"Tyrone Mings","Premier League",17,1323,b496gs285it6bheuikox6z9mj,0,1.37,-1.37,9,1,0.0,0.15,5,11,47,9,83,31,14,45.2,67,40,59.7,936,90.0,122,67.2,842,82,4,1,25.0,1,221,105,2331.6,10.6,1044.2,9.9,0,0,2,0,,,,,,,,,2025/2026
178620961600226,"Adrien Truffert","Premier League",38,3380,1pse9ta7a45pi2w2grjim70ge,1,1.36,-0.36,16,6,6.25,0.09,103,48,188,10,143,301,168,55.8,98,44,44.9,1560,83.5,464,79.3,1302,368,141,32,22.7,0,440,279,4914.0,11.2,3154.2,11.3,3,0,7,1,,,,,,,,,2025/2026
178620961600227,"Lewis Miley","Premier League",23,1493,7vn2i2kd35zuetw6b38gw9jsz,1,1.34,-0.34,12,4,8.33,0.11,29,20,69,3,34,72,44,61.1,62,45,72.6,840,89.8,234,82.0,754,192,22,3,13.6,0,195,81,2084.8,10.7,654.7,8.1,0,0,4,0,,,,,,,,,2025/2026
178620961600228,"Nicolò Savona","Premier League",14,1026,1qtaiy11gswx327s0vkibf70n,2,1.34,0.66,5,3,40.0,0.27,20,4,27,3,29,58,27,46.6,12,7,58.3,399,78.7,118,67.0,314,79,27,8,29.6,0,69,29,731.1,10.6,100.6,3.5,1,0,1,0,,,,,,,,,2025/2026
178620961600229,Morato,"Premier League",21,1342,1qtaiy11gswx327s0vkibf70n,1,1.32,-0.32,5,2,20.0,0.26,30,11,53,13,87,65,42,64.6,37,23,62.2,757,85.3,93,61.3,646,57,2,0,0.0,1,143,76,1464.1,10.2,829.1,10.9,0,0,0,0,,,,,,,,,2025/2026
178620961600230,"Rio Ngumoha","Premier League",19,551,c8h9bw1l82s06h77xxrelzhur,2,1.31,0.69,16,6,12.5,0.08,4,3,19,1,3,79,46,58.2,5,0,0.0,192,87.0,128,85.9,167,110,21,7,33.3,0,154,84,1878.1,12.2,917.0,10.9,8,1,11,1,,,,,,,,,2025/2026
178620961600231,"Cristian Romero","Premier League",23,1872,22doj4sgsocqpxw45h607udje,4,1.31,2.69,17,6,23.53,0.08,58,30,88,14,94,132,82,62.1,102,73,71.6,1128,87.3,162,64.2,985,104,1,0,0.0,0,241,137,2140.9,8.9,1192.0,8.7,1,0,2,0,,,,,,,,,2025/2026
178620961600232,"Ian Maatsen","Premier League",30,1599,b496gs285it6bheuikox6z9mj,0,1.3,-1.3,20,5,0.0,0.06,43,19,82,1,64,177,83,46.9,30,18,60.0,715,86.0,255,80.8,615,206,48,9,18.8,0,230,141,2744.8,11.9,1446.9,10.3,0,0,6,0,,,,,,,,,2025/2026
178620961600233,"João Gomes","Premier League",35,2833,b9si1jn1lfxfund69e9ogcu2n,1,1.28,-0.28,19,7,5.26,0.07,107,36,194,6,45,394,199,50.5,54,27,50.0,1455,85.6,388,74.2,1245,288,32,11,34.4,4,442,211,5080.2,11.5,1820.2,8.6,5,0,2,0,,,,,,,,,2025/2026
178620961600234,"Pau Torres","Premier League",21,1676,b496gs285it6bheuikox6z9mj,0,1.27,-1.27,9,1,0.0,0.14,22,11,80,16,61,58,34,58.6,48,25,52.1,1168,89.0,203,71.4,1040,145,4,0,0.0,1,360,229,4234.9,11.8,2730.4,11.9,0,0,1,0,,,,,,,,,2025/2026
178620961600235,"Joe Willock","Premier League",24,980,7vn2i2kd35zuetw6b38gw9jsz,0,1.26,-1.26,17,6,0.0,0.07,20,9,52,2,6,95,38,40.0,21,10,47.6,359,84.1,149,78.5,302,117,15,3,20.0,4,139,83,1729.2,12.4,1020.9,12.3,6,0,2,1,,,,,,,,,2025/2026
178620961600236,"Loum Tchaouna","Premier League",29,1270,64bxxwu2mv2qqlv0monbkj1om,2,1.25,0.75,23,9,8.7,0.05,18,2,38,1,10,97,40,41.2,39,14,35.9,342,75.2,143,68.5,257,98,34,10,29.4,1,97,58,1197.3,12.3,664.3,11.5,4,1,8,0,,,,,,,,,2025/2026
178620961600237,"Sean Longstaff","Premier League",23,1006,48gk2hpqtsl6p9sx9kjhaydq4,2,1.25,0.75,16,4,12.5,0.08,38,12,43,6,11,108,57,52.8,22,10,45.5,449,84.6,123,67.5,380,83,7,2,28.6,1,83,37,899.0,10.8,290.2,7.8,0,0,3,0,,,,,,,,,2025/2026
178620961600238,"Ezri Konsa","Premier League",34,3036,b496gs285it6bheuikox6z9mj,0,1.25,-1.25,11,2,0.0,0.11,22,23,108,26,122,93,68,73.1,56,32,57.1,2098,95.5,221,80.1,2003,177,5,1,20.0,1,510,285,5212.1,10.2,2910.3,10.2,0,0,2,0,,,,,,,,,2025/2026
178620961600239,"Charly Alcaraz","Premier League",20,685,ehd2iemqmschhj2ec0vayztzz,0,1.24,-1.24,20,5,0.0,0.06,14,3,43,3,7,71,32,45.1,31,14,45.2,307,81.8,115,73.0,251,84,5,2,40.0,2,96,51,1008.5,10.5,415.2,8.1,2,0,3,1,,,,,,,,,2025/2026
178620961600240,"Martin Ødegaard","Premier League",24,1370,4dsgumo7d4zupm2ugsvm4zm4d,1,1.23,-0.23,22,8,4.55,0.06,19,7,70,0,6,89,37,41.6,8,3,37.5,828,84.7,398,76.6,701,305,12,3,25.0,20,325,142,3771.9,11.6,1379.9,9.7,9,0,14,2,,,,,,,,,2025/2026
178620961600241,"Noni Madueke","Premier League",26,1217,4dsgumo7d4zupm2ugsvm4zm4d,3,1.22,1.78,26,10,11.54,0.05,21,5,35,1,8,149,65,43.6,22,10,45.5,411,76.2,238,71.8,313,171,47,7,14.9,2,201,119,2534.6,12.6,1289.7,10.8,8,0,7,0,,,,,,,,,2025/2026
178620961600242,"Tom Cairney","Premier League",24,763,hzqh7z0mdl3v7gwete66syxp,2,1.21,0.79,17,2,11.76,0.07,7,4,43,1,7,47,22,46.8,13,10,76.9,692,92.6,191,83.8,641,160,3,1,33.3,4,204,101,2093.9,10.3,929.3,9.2,3,1,2,0,,,,,,,,,2025/2026
178620961600243,"Ibrahima Konaté","Premier League",36,3100,c8h9bw1l82s06h77xxrelzhur,1,1.21,-0.21,12,4,8.33,0.1,53,29,117,23,190,145,96,66.2,174,124,71.3,2168,89.6,318,78.3,1943,249,3,1,33.3,4,488,281,4878.5,10.0,2964.8,10.6,0,0,1,0,,,,,,,,,2025/2026
178620961600244,"Matt O'Riley","Premier League",6,203,e5p0ehyguld7egzhiedpdnc3w,1,1.2,-0.2,4,2,25.0,0.3,5,0,2,1,2,13,6,46.2,7,2,28.6,70,87.1,20,90.0,61,18,4,2,50.0,0,13,10,151.3,11.6,123.2,12.3,2,0,0,0,,,,,,,,,2025/2026
178620961600245,Kevin,"Premier League",26,1037,hzqh7z0mdl3v7gwete66syxp,1,1.2,-0.2,25,10,4.0,0.05,21,9,48,0,8,181,82,45.3,22,8,36.4,339,76.4,175,71.4,259,125,33,11,33.3,1,191,146,2397.8,12.6,1837.0,12.6,7,0,5,0,,,,,,,,,2025/2026
178620961600246,"Yehor Yarmoliuk","Premier League",37,2665,7yx5dqhhphyvfisohikodajhv,1,1.2,-0.2,16,4,6.25,0.08,70,28,187,14,41,224,97,43.3,58,32,55.2,1347,84.3,329,67.8,1136,223,30,8,26.7,2,314,136,3414.5,10.9,1057.3,7.8,2,0,3,0,,,,,,,,,2025/2026
178620961600247,"Jacob Ramsey","Premier League",28,1444,7vn2i2kd35zuetw6b38gw9jsz,2,1.19,0.81,16,4,12.5,0.07,41,9,85,4,10,123,70,56.9,21,9,42.9,707,89.8,248,83.1,635,206,9,4,44.4,4,218,102,2634.9,12.1,1036.0,10.2,1,0,7,0,,,,,,,,,2025/2026
178620961600248,"Matty Cash","Premier League",35,3020,b496gs285it6bheuikox6z9mj,3,1.19,1.81,30,10,10.0,0.04,66,22,88,14,84,207,105,50.7,59,32,54.2,1393,85.5,425,77.7,1191,330,83,14,16.9,2,346,140,3518.2,10.2,894.1,6.4,8,1,5,0,,,,,,,,,2025/2026
178620961600249,"Max Dowman","Premier League",6,153,4dsgumo7d4zupm2ugsvm4zm4d,1,1.18,-0.18,6,1,16.67,0.2,2,1,13,0,0,38,15,39.5,2,0,0.0,52,88.5,30,86.7,46,26,5,1,20.0,1,37,23,513.5,13.9,276.7,12.0,3,1,2,0,,,,,,,,,2025/2026
178620961600250,"Michael Kayode","Premier League",37,3264,7yx5dqhhphyvfisohikodajhv,1,1.18,-0.18,9,3,11.11,0.13,67,38,163,13,99,301,172,57.1,68,41,60.3,1141,85.0,259,71.8,970,186,56,14,25.0,2,363,192,4442.4,12.2,2121.8,11.1,3,0,7,0,,,,,,,,,2025/2026
178620961600251,"Youri Tielemans","Premier League",25,1862,b496gs285it6bheuikox6z9mj,0,1.17,-1.17,24,7,0.0,0.05,58,18,94,14,19,175,107,61.1,39,22,56.4,1129,84.9,376,74.7,959,281,24,7,29.2,13,201,109,2173.7,10.8,1090.7,10.0,3,0,5,0,,,,,,,,,2025/2026
178620961600252,"Ibrahim Sangaré","Premier League",28,2080,1qtaiy11gswx327s0vkibf70n,2,1.15,0.85,16,5,12.5,0.07,59,25,114,19,50,179,87,48.6,51,24,47.1,956,86.8,233,77.3,830,180,8,0,0.0,3,209,90,2049.7,9.8,850.1,9.4,1,0,3,1,,,,,,,,,2025/2026
178620961600253,"Lutsharel Geertruida","Premier League",28,1685,1r3545b2dzan8yqa80gtmcjch,0,1.15,-1.15,11,3,0.0,0.1,37,19,71,9,47,86,51,59.3,26,12,46.2,743,86.1,152,78.3,640,119,9,2,22.2,1,157,74,1582.4,10.1,707.8,9.6,3,0,3,0,,,,,,,,,2025/2026
178620961600254,"Kyle Walker-Peters","Premier League",23,1380,4txjdaqveermfryvbfrr4taf7,1,1.13,-0.13,5,3,20.0,0.23,44,9,59,4,34,130,85,65.4,31,12,38.7,596,85.6,190,80.0,510,152,20,1,5.0,1,140,91,1542.7,11.0,878.4,9.7,1,0,2,0,,,,,,,,,2025/2026
178620961600255,Rodri,"Premier League",21,1513,a3nyxabgsqlnqfkeg41m6tnpp,1,1.13,-0.13,16,3,6.25,0.07,41,14,107,3,41,127,79,62.2,50,39,78.0,1618,90.1,414,82.1,1458,340,6,1,16.7,6,321,159,3057.4,9.5,1391.4,8.8,2,0,3,0,,,,,,,,,2025/2026
178620961600256,"Álex Jiménez","Premier League",31,2323,1pse9ta7a45pi2w2grjim70ge,1,1.13,-0.13,21,4,4.76,0.05,69,27,135,10,41,242,128,52.9,35,13,37.1,868,80.2,305,71.2,696,217,51,11,21.6,6,347,235,4853.7,14.0,3275.6,13.9,4,0,5,0,,,,,,,,,2025/2026
178620961600257,"Harry Maguire","Premier League",23,1655,6eqit8ye8aomdsrrq0hk3v7gh,1,1.11,-0.11,14,4,7.14,0.08,22,13,62,11,105,61,39,63.9,79,59,74.7,851,86.1,113,58.4,733,66,4,1,25.0,0,254,139,2958.4,11.6,1688.5,12.1,1,0,0,0,,,,,,,,,2025/2026
178620961600258,"Joël Veltman","Premier League",24,1050,e5p0ehyguld7egzhiedpdnc3w,1,1.11,-0.11,4,1,25.0,0.28,31,18,40,6,44,80,55,68.8,32,20,62.5,442,81.7,132,73.5,361,97,19,2,10.5,1,104,58,1099.3,10.6,518.1,8.9,0,0,0,0,,,,,,,,,2025/2026
178620961600259,"Andy Robertson","Premier League",24,1172,c8h9bw1l82s06h77xxrelzhur,1,1.1,-0.1,10,3,10.0,0.11,12,8,40,3,32,28,16,57.1,29,14,48.3,711,83.3,265,79.3,592,210,47,12,25.5,2,118,73,1405.7,11.9,1003.9,13.8,4,1,2,0,,,,,,,,,2025/2026
178620961600260,"Gabriel Gudmundsson","Premier League",32,2637,48gk2hpqtsl6p9sx9kjhaydq4,0,1.1,-1.1,18,3,0.0,0.06,65,27,112,7,83,282,160,56.7,50,18,36.0,957,76.3,261,64.8,730,169,87,23,26.4,1,302,203,3805.5,12.6,2588.7,12.8,2,0,10,0,,,,,,,,,2025/2026
178620961600261,"Will Hughes","Premier League",31,1568,1c8m2ko0wxq1asfkuykurdr0y,0,1.09,-1.09,17,0,0.0,0.06,27,15,66,8,28,119,62,52.1,41,17,41.5,678,81.3,231,73.2,551,169,16,2,12.5,0,121,71,1319.7,10.9,780.7,11.0,2,0,1,0,,,,,,,,,2025/2026
178620961600262,"Antonee Robinson","Premier League",22,1492,hzqh7z0mdl3v7gwete66syxp,1,1.07,-0.07,6,1,16.67,0.18,48,29,98,3,55,122,69,56.6,30,18,60.0,800,80.0,247,73.7,640,182,77,14,18.2,1,229,140,2681.8,11.7,1554.0,11.1,1,0,8,0,,,,,,,,,2025/2026
178620961600263,"Conor Gallagher","Premier League",16,1190,22doj4sgsocqpxw45h607udje,1,1.07,-0.07,11,4,9.09,0.1,23,18,73,4,6,115,57,49.6,23,9,39.1,524,84.7,147,81.6,444,120,23,6,26.1,0,127,55,1374.2,10.8,346.0,6.3,0,0,3,1,,,,,,,,,2025/2026
178620961600264,"Dan Burn","Premier League",29,2199,7vn2i2kd35zuetw6b38gw9jsz,1,1.06,-0.06,10,3,10.0,0.11,40,21,76,11,152,114,53,46.5,162,98,60.5,1054,79.3,211,52.1,836,110,14,1,7.1,1,181,95,1922.0,10.6,892.4,9.4,0,0,2,1,,,,,,,,,2025/2026
178620961600265,"Dan Ndoye","Premier League",24,1176,1qtaiy11gswx327s0vkibf70n,1,1.06,-0.06,15,4,6.67,0.07,23,10,50,2,12,124,58,46.8,25,11,44.0,282,78.4,132,75.0,221,99,38,8,21.1,1,170,103,2254.9,13.3,1326.9,12.9,6,0,9,0,,,,,,,,,2025/2026
178620961600266,"Pedro Porro","Premier League",34,2798,22doj4sgsocqpxw45h607udje,1,1.05,-0.05,32,8,3.12,0.03,76,31,133,10,102,226,121,53.5,44,19,43.2,1470,75.0,567,67.4,1102,382,155,35,22.6,4,343,204,3678.4,10.7,2168.1,10.6,3,0,8,0,,,,,,,,,2025/2026
178620961600267,Pablo,"Premier League",14,826,4txjdaqveermfryvbfrr4taf7,0,1.05,-1.05,12,3,0.0,0.09,26,4,28,2,12,95,42,44.2,63,21,33.3,201,73.6,87,65.5,148,57,5,2,40.0,3,51,19,499.7,9.8,184.0,9.7,2,0,5,0,,,,,,,,,2025/2026
178620961600268,"Reece James","Premier League",29,1961,9q0arba2kbnywth8bkxlhgmdr,2,1.04,0.96,22,7,9.09,0.05,48,33,102,6,41,142,81,57.0,47,31,66.0,1324,89.0,369,81.6,1178,301,53,12,22.6,6,277,131,2642.1,9.5,949.4,7.2,3,0,2,0,,,,,,,,,2025/2026
178620961600269,"James Milner","Premier League",20,778,e5p0ehyguld7egzhiedpdnc3w,1,1.02,-0.02,8,2,12.5,0.13,15,6,40,1,19,46,19,41.3,16,6,37.5,487,86.9,138,74.6,423,103,9,3,33.3,1,74,42,697.4,9.4,337.2,8.0,1,0,2,0,,,,,,,,,2025/2026
178620961600270,"Granit Xhaka","Premier League",34,2903,1r3545b2dzan8yqa80gtmcjch,1,1.02,-0.02,21,5,4.76,0.05,50,29,179,20,85,166,99,59.6,91,56,61.5,1807,83.7,600,73.5,1512,441,26,7,26.9,8,348,179,3475.1,10.0,1628.1,9.1,2,0,1,0,,,,,,,,,2025/2026
178620961600271,"Axel Disasi","Premier League",14,1255,4txjdaqveermfryvbfrr4taf7,0,1.02,-1.02,5,3,0.0,0.2,14,13,32,12,49,29,20,69.0,31,18,58.1,566,86.6,65,56.9,490,37,0,0,0.0,0,110,54,1158.3,10.5,623.4,11.5,1,0,0,0,,,,,,,,,2025/2026
178620961600272,"Lewis Hall","Premier League",30,2179,7vn2i2kd35zuetw6b38gw9jsz,1,1.01,-0.01,25,6,4.0,0.04,54,28,134,14,77,233,132,56.7,58,26,44.8,1261,85.3,411,78.8,1075,324,61,11,18.0,3,336,195,3691.8,11.0,2028.3,10.4,5,0,3,0,,,,,,,,,2025/2026
178620961600273,"Jean-Ricner Bellegarde","Premier League",26,1251,b9si1jn1lfxfund69e9ogcu2n,1,0.99,0.01,21,7,4.76,0.05,28,10,44,3,20,141,86,61.0,30,9,30.0,428,79.4,163,71.8,340,117,17,4,23.5,5,173,98,2241.8,13.0,1296.6,13.2,7,0,1,0,,,,,,,,,2025/2026
178620961600274,"Fabian Schär","Premier League",16,1091,7vn2i2kd35zuetw6b38gw9jsz,0,0.98,-0.98,17,4,0.0,0.06,14,18,43,11,71,41,20,48.8,73,46,63.0,796,84.4,146,53.4,672,78,4,1,25.0,1,155,73,1317.5,8.5,679.5,9.3,1,0,0,0,,,,,,,,,2025/2026
178620961600275,"Kenny Tete","Premier League",22,1794,hzqh7z0mdl3v7gwete66syxp,1,0.96,0.04,16,3,6.25,0.06,65,27,82,6,68,173,104,60.1,45,27,60.0,886,84.4,183,79.2,748,145,34,13,38.2,1,167,84,1828.8,11.0,689.1,8.2,2,0,2,0,,,,,,,,,2025/2026
178620961600276,"Joël Piroe","Premier League",16,246,48gk2hpqtsl6p9sx9kjhaydq4,0,0.96,-0.96,14,3,0.0,0.07,2,1,9,0,1,14,3,21.4,19,5,26.3,97,81.4,40,75.0,79,30,4,1,25.0,0,19,8,174.1,9.2,43.6,5.4,2,0,0,0,,,,,,,,,2025/2026
178620961600277,"Niclas Füllkrug","Premier League",8,408,4txjdaqveermfryvbfrr4taf7,0,0.92,-0.92,9,3,0.0,0.1,2,2,10,1,4,19,3,15.8,50,18,36.0,93,61.3,41,43.9,57,18,0,0,0.0,0,7,3,67.9,9.7,2.3,0.8,0,0,0,0,,,,,,,,,2025/2026
178620961600278,"Vitaly Janelt","Premier League",25,1437,7yx5dqhhphyvfisohikodajhv,1,0.91,0.09,12,3,8.33,0.08,27,30,85,7,34,94,43,45.7,38,23,60.5,811,87.3,217,76.0,708,165,18,5,27.8,2,161,87,1679.7,10.4,798.2,9.2,0,0,4,0,,,,,,,,,2025/2026
178620961600279,"Daniel James","Premier League",19,553,48gk2hpqtsl6p9sx9kjhaydq4,0,0.91,-0.91,14,3,0.0,0.06,7,1,19,0,8,43,21,48.8,14,7,50.0,119,60.5,62,66.1,72,41,50,7,14.0,1,72,45,832.0,11.6,489.3,10.9,4,0,4,0,,,,,,,,,2025/2026
178620961600280,"Djed Spence","Premier League",30,2056,22doj4sgsocqpxw45h607udje,0,0.9,-0.9,13,8,0.0,0.07,44,18,111,3,52,205,98,47.8,49,23,46.9,882,80.8,287,71.8,713,206,51,10,19.6,0,322,171,4003.0,12.4,2134.3,12.5,5,0,5,0,,,,,,,,,2025/2026
178620961600281,"Josh Cullen","Premier League",18,1519,64bxxwu2mv2qqlv0monbkj1om,2,0.9,1.1,11,6,18.18,0.08,31,22,73,11,35,88,49,55.7,33,17,51.5,866,84.1,255,64.3,728,164,8,0,0.0,6,104,47,953.7,9.2,433.0,9.2,0,0,1,0,,,,,,,,,2025/2026
178620961600282,"Hannibal Mejbri","Premier League",27,1231,64bxxwu2mv2qqlv0monbkj1om,1,0.89,0.11,19,5,5.26,0.05,29,8,65,3,7,174,96,55.2,32,6,18.8,510,77.3,235,73.2,394,172,25,9,36.0,6,187,111,2094.3,11.2,1293.2,11.7,6,0,7,3,,,,,,,,,2025/2026
